CoinMarketCap,Name,Symbol,MarketCap,CoinGecko,Name,Return,Rank - Return,Max Return,Rank - Overall Max,adjusted e-value,pass 5% threshold?,pass 10% threshold?,p-value (Max),,,,Return (30%),Max Return (30%)
,DigiByte,DGB,127346,,DigiByte,523.6965987,30,795.9797865,29,31.6751975,TRUE,TRUE,0.02148728971,0.133362495,FALSE,FALSE,128.9610404,163.6743944
,Bitstar,BITS,51849,,Bitstar,518.8241806,31,518.8241806,35,32.42651129,TRUE,TRUE,0.02731451058,0.1695295838,FALSE,FALSE,165.3097641,165.3097641
,Maxcoin,MAX,196394,,Maxcoin,383.319232,32,658.8889984,31,24.73027303,TRUE,TRUE,0.02428330119,0.1507161526,FALSE,FALSE,199.6753438,266.5680277
,Mooncoin,MOON,77437,,Mooncoin,365.6173488,33,788.0315612,30,24.3253478,TRUE,TRUE,0.02098054716,0.1302173589,FALSE,FALSE,168.859736,256.5290439
,NuShares,NSR,3525777,,NuShares,362.8156461,34,542.2706098,34,24.87042736,TRUE,TRUE,0.02690213158,0.1669701222,FALSE,FALSE,247.2889945,303.0236545
,Bela,BELA,113,,Bela,353.3911829,35,576.7060403,32,24.93687783,TRUE,TRUE,0.02687677763,0.166812761,FALSE,FALSE,80.24543984,85.05659824
,ArtByte,ABY,28028,,ArtByte,314.6249385,36,480.0680208,39,22.83568102,TRUE,TRUE,0.02649197232,0.1644244376,FALSE,FALSE,194.8782905,245.782691
,NobleCoin,NOBL,81729,,NobleCoin,306.7657212,37,499.1691913,37,22.88373323,TRUE,TRUE,0.02685543427,0.1666802918,FALSE,FALSE,134.0884353,175.5230527
,Titcoin,TIT,12167,,Titcoin,298.4691048,38,335.2790362,42,22.86658464,TRUE,TRUE,0.03522297112,0.2186140446,FALSE,FALSE,106.0063474,113.4817739
,Dogecoin,DOGE,15405093,,Dogecoin,289.2496954,39,311.1304748,45,22.74342363,TRUE,TRUE,0.03542636647,0.2198764333,FALSE,FALSE,61.05964169,63.75754463
,OKCash,OK,4122,,OKCash,251.1623484,40,484.6156334,38,20.25502809,TRUE,TRUE,0.02693398785,0.1671678406,FALSE,FALSE,57.04169853,71.09264594
,Uniform Fiscal Object,UFO,9258,,Uniform Fiscal Object,248.3217974,41,265.0957671,48,20.52660019,TRUE,TRUE,0.03897962403,0.2419299962,FALSE,FALSE,78.80481391,80.07842953
,Trollcoin,TROLL,10362,,Trollcoin,238.517195,42,255.9496983,49,20.19702055,TRUE,TRUE,0.03954858727,0.2454613097,FALSE,FALSE,53.81010776,56.10277335
,DopeCoin,DOPE,10798,,DopeCoin,225.2327788,43,516.0739489,36,19.52622881,FALSE,TRUE,0.02669729369,0.1656987803,FALSE,FALSE,65.45562784,87.05323034
,NavCoin,NAV,41982,,NavCoin,220.2910142,44,334.1065236,43,19.54194481,FALSE,TRUE,0.03452456899,0.2142793587,FALSE,FALSE,56.48699195,65.67087262
,Bullion,CBX,48576,,Bullion,189.6315647,45,315.654834,44,17.20447664,FALSE,TRUE,0.03571219591,0.2216504554,FALSE,FALSE,80.76819469,106.2105417
,GoldCoin,GLC,141863,,GoldCoin,182.1464021,46,216.4996749,51,16.89260987,FALSE,TRUE,0.04492150024,0.278808702,FALSE,FALSE,72.53642424,80.27302819
,Syscoin,SYS,237099,,Syscoin,161.8203221,47,298.1741804,46,15.33378052,FALSE,TRUE,0.03616211397,0.224442906,FALSE,FALSE,45.77335845,64.54601583
,Pandacoin,PND,427322,,Pandacoin,161.3744933,48,176.0287623,55,15.61688645,FALSE,TRUE,0.05123129709,0.3179709352,FALSE,FALSE,63.23889874,66.56372853
,Digitalcoin,DGC,156313,,Digitalcoin,154.8193014,49,266.8428355,47,15.29464872,FALSE,TRUE,0.03954834113,0.245459782,FALSE,FALSE,107.9633502,147.7568537
,ExclusiveCoin,EXCL,24353,,ExclusiveCoin,146.1647548,50,338.8181718,41,14.73435028,FALSE,TRUE,0.03570517163,0.2216068587,FALSE,FALSE,61.70770285,85.6829625
,Energycoin,ENRG,9894,,Energycoin,130.7982944,51,375.4084292,40,13.44901817,FALSE,TRUE,0.03303069147,0.2050074945,FALSE,FALSE,54.82070598,80.38146686
,CryptCoin,CRYPT,31701,,CryptCoin,118.513534,52,140.0932297,60,12.42480598,FALSE,TRUE,0.05900832385,0.3662396423,FALSE,FALSE,70.02488365,77.1719556
,MintCoin,MINT,162088,,MintCoin,107.2118337,53,242.1015404,50,11.4561032,FALSE,TRUE,0.0409745431,0.2543116128,FALSE,FALSE,55.10458457,87.17660727
,Bitcoin Plus,XBC,8939,,Bitcoin Plus,101.0651169,54,152.4314649,56,11.00305709,FALSE,TRUE,0.05810573862,0.3606376785,FALSE,FALSE,35.40976295,39.7426941
,Monero,XMR,2316422,,Monero,99.50947696,55,132.2718848,62,11.034317,FALSE,TRUE,0.06048148489,0.3753829281,FALSE,FALSE,24.9518397,29.4307947
,Blocknet,BLOCK,--,,Blocknet,97.62976953,56,215.2025535,52,11.02271592,FALSE,TRUE,0.04432318011,0.2750951826,FALSE,FALSE,36.86618692,49.35535276
,ReddCoin,RDD,783704,,ReddCoin,95.48718549,57,177.2263697,54,10.97332575,FALSE,TRUE,0.05182741824,0.3216708064,FALSE,FALSE,40.75979076,57.7090594
,DigitalNote,XDN,365509,,DigitalNote,88.26466311,58,148.7301368,57,10.32127109,FALSE,TRUE,0.05850700184,0.3631281492,FALSE,FALSE,38.78720649,52.38724874
,Pinkcoin,PINK,71524,,Pinkcoin,86.15060654,59,135.4564427,61,10.2477536,FALSE,TRUE,0.06002776523,0.3725668826,FALSE,FALSE,33.53086257,43.32892008
,Vertcoin,VTC,158981,,Vertcoin,85.26831104,60,127.2103281,63,10.31471505,FALSE,TRUE,0.06188975367,0.3841234552,FALSE,FALSE,36.21743402,45.41606716
,Sativacoin,STV,--,,Sativacoin,71.8959151,61,92.22676541,66,8.842037946,FALSE,FALSE,0.08148558048,0.5057464422,FALSE,FALSE,35.76191619,39.91231854
,Ubiq,UBQ,25552,,Ubiq,69.52368563,62,179.063798,53,8.690460704,FALSE,FALSE,0.05226344282,0.3243770261,FALSE,FALSE,26.03633735,38.694648
,Burst,BURST,194685,,Burst,68.43312311,63,68.43312311,71,8.692110395,FALSE,FALSE,0.1020838327,0.6335910587,FALSE,FALSE,24.93463529,24.93463529
,ZcCoin,ZCC,128884,,ZcCoin,63.97698175,64,93.30573471,65,8.255094419,FALSE,FALSE,0.08178242478,0.5075888289,FALSE,FALSE,48.43706193,60.00587411
,Bytecoin,BCN,1324178,,Bytecoin,62.4338486,65,142.7765242,58,8.181855159,FALSE,FALSE,0.05989587002,0.371748265,FALSE,FALSE,24.81711391,36.20683511
,Bytecoin,BTE,--,,Bytecoin,62.4338486,66,142.7765242,59,8.307729854,FALSE,FALSE,0.05888068578,0.3654474469,FALSE,FALSE,24.81711391,36.20683511
,Zeitcoin,ZEIT,49582,,Zeitcoin,61.71812577,67,75.44476061,68,8.336924247,FALSE,FALSE,0.0966815666,0.6000614838,FALSE,FALSE,25.783909,29.00746238
,MAZA,MAZA,46196,,MAZA,57.07962744,68,71.39557878,69,7.825432794,FALSE,FALSE,0.1006841869,0.6249040506,FALSE,FALSE,27.22607248,31.03822403
,Rubycoin,RBY,45019,,Rubycoin,53.54531688,69,95.23022414,64,7.448844485,FALSE,FALSE,0.08138172592,0.5051018609,FALSE,FALSE,20.23289854,27.97106367
,Riecoin,RIC,51087,,Riecoin,53.3946216,70,56.5299069,75,7.535531274,FALSE,FALSE,0.1169882226,0.7260962863,FALSE,FALSE,26.96078337,27.83668093
,Stellar,XLM,15717689,,Stellar,51.57237969,71,67.00824234,73,7.382336609,FALSE,FALSE,0.1013982804,0.6293361264,FALSE,FALSE,20.45769613,23.8386047
,BlueCoin,BLU,108720,,BlueCoin,51.22731946,72,51.22731946,78,7.436223793,FALSE,FALSE,0.1241324829,0.7704376803,FALSE,FALSE,30.83860993,30.83860993
,OctoCoin,888,20088,,OctoCoin,50.63492384,73,50.63492384,79,7.45231742,FALSE,FALSE,0.1239950717,0.7695848271,FALSE,FALSE,25.80160256,25.80160256
,HyperStake,HYP,43945,,HyperStake,48.50408751,74,68.02788026,72,7.236496927,FALSE,FALSE,0.1012656702,0.628513071,FALSE,FALSE,59.4979349,72.37882038
,XRP,XRP,586350663,,XRP,48.3428936,75,65.9245055,74,7.309913346,FALSE,FALSE,0.1016724001,0.6310374711,FALSE,FALSE,21.53735004,25.78282368
,MonaCoin,MONA,377575,,MonaCoin,46.29494164,76,68.67275266,70,7.093579768,FALSE,FALSE,0.1031808688,0.6403998967,FALSE,FALSE,17.3964712,20.3374271
,Megacoin,MEC,418346,,Megacoin,46.05362364,77,88.23814466,67,7.149453669,FALSE,FALSE,0.0838977871,0.5207179857,FALSE,FALSE,33.99570993,49.24843338
,Phoenixcoin,PXC,6480,,Phoenixcoin,41.7222747,78,54.83734046,76,6.561164166,FALSE,FALSE,0.1190122594,0.7386586244,FALSE,FALSE,16.28789435,19.06619536
,Myriad,XMY,63289,,Myriad,36.47691381,79,52.36930731,77,5.80983103,FALSE,FALSE,0.1230025519,0.7634246777,FALSE,FALSE,14.39086567,17.69032963
,Stealth,XST,143182,,Stealth,31.86356359,80,47.21528525,83,5.13928445,FALSE,FALSE,0.1265671399,0.7855485637,FALSE,FALSE,14.78279878,18.50025298
,Dash,DASH,8152158,,Dash,31.68876463,81,48.28734652,81,5.174979708,FALSE,FALSE,0.1268128657,0.7870736796,FALSE,FALSE,11.36358493,13.70563595
,BitBar,BTB,12116,,BitBar,31.64577669,82,44.26818585,85,5.23176147,FALSE,FALSE,0.1318168795,0.8181314708,FALSE,FALSE,15.15790133,17.92758929
,Viacoin,VIA,451063,,Viacoin,30.63943961,83,50.63424688,80,5.12716429,FALSE,FALSE,0.1224467704,0.7599751772,FALSE,FALSE,13.88303732,18.45759946
,Orbitcoin,ORB,24136,,Orbitcoin,28.94248947,84,33.92026767,90,4.901550636,FALSE,FALSE,0.1624725125,1.008397985,FALSE,FALSE,12.74081221,13.92627546
,Unobtanium,UNO,379033,,Unobtanium,24.27446841,85,29.37137779,98,4.159939143,FALSE,FALSE,0.1723182524,1.069506317,FALSE,FALSE,9.808487566,10.94843811
,Litecoin,LTC,69101167,,Litecoin,22.63148184,86,29.44438163,97,3.924006932,FALSE,FALSE,0.173663082,1.077853104,FALSE,FALSE,8.538798305,9.9514307
,Fastcoin,FST,16852,,Fastcoin,22.12048156,87,31.16975898,93,3.880003822,FALSE,FALSE,0.1711060177,1.061982491,FALSE,FALSE,12.633988,15.38172163
,Auroracoin,AUR,42708,,Auroracoin,22.08993464,88,31.0412712,94,3.919181952,FALSE,FALSE,0.169986458,1.055033858,FALSE,FALSE,10.16703344,12.38210963
,FlutterCoin,FLT,49358,,FlutterCoin,21.74681218,89,29.5215799,96,3.902149767,FALSE,FALSE,0.1750132169,1.086232819,FALSE,FALSE,14.83747366,17.55922896
,Ixcoin,IXC,449022,,Ixcoin,21.57823668,90,40.99833246,86,3.915405848,FALSE,FALSE,0.1406750352,0.8731102868,FALSE,FALSE,12.80729954,18.03441388
,Clams,CLAM,543273,,Clams,21.33790927,91,30.17777066,95,3.914818031,FALSE,FALSE,0.173009885,1.073798987,FALSE,FALSE,16.31382581,19.47678508
,Gulden,NLG,218706,,Gulden,19.73245458,92,34.3894948,89,3.660052058,FALSE,FALSE,0.1620562832,1.005814626,FALSE,FALSE,9.931841361,11.5112748
,PotCoin,POT,155671,,PotCoin,19.61196601,93,48.09621119,82,3.677243626,FALSE,FALSE,0.1257641785,0.7805649226,FALSE,FALSE,8.875699882,13.04406461
,Bitcoin,BTC,3616325670,,Bitcoin,19.6009184,94,24.50104105,104,3.714690181,FALSE,FALSE,0.1946542092,1.208136129,FALSE,FALSE,6.815037255,7.758104038
,Quark,QRK,1073677,,Quark,18.85925168,95,27.28467871,99,3.612155059,FALSE,FALSE,0.1836232365,1.139671559,FALSE,FALSE,12.33521691,15.22702748
,TagCoin,TAG,47884,,TagCoin,16.96339033,96,18.2281603,110,3.283236838,FALSE,FALSE,0.2473695005,1.535317587,FALSE,FALSE,12.10059982,12.43157643
,MaidSafeCoin,MAID,18266243,,MaidSafeCoin,16.24961101,97,18.15840976,111,3.177847315,FALSE,FALSE,0.246082588,1.527330267,FALSE,FALSE,7.929758845,8.469898182
,Primecoin,XPM,619921,,Primecoin,15.44135278,98,31.58353306,92,3.050912445,FALSE,FALSE,0.1706998497,1.059461578,FALSE,FALSE,11.13327097,13.85536417
,Diamond,DMD,129163,,Diamond,14.98760365,99,22.66915188,106,2.991477341,FALSE,FALSE,0.2064146603,1.281128261,FALSE,FALSE,7.220216639,7.945871382
,Startcoin,START,139955,,Startcoin,14.83147799,100,26.23857864,101,2.990217337,FALSE,FALSE,0.1871629998,1.161641369,FALSE,FALSE,12.32359432,17.15614811
,BitShares,BTS,34255564,,BitShares,14.64527014,101,26.89537944,100,2.982202185,FALSE,FALSE,0.1844182943,1.144606146,FALSE,FALSE,9.555273659,11.92003092
,FairCoin,FAIR,243490,,FairCoin,14.18430364,102,33.89458528,91,2.91693341,FALSE,FALSE,0.160808855,0.9980723685,FALSE,FALSE,7.636453452,10.6588916
,Omni,OMNI,1211260,,Omni,12.7695009,103,22.77631928,105,2.651731034,FALSE,FALSE,0.2074000398,1.287244094,FALSE,FALSE,9.74754554,12.77638226
,Curecoin,CURE,190280,,Curecoin,11.99252448,104,21.48044252,107,2.514561585,FALSE,FALSE,0.2158016071,1.33938906,FALSE,FALSE,6.370374249,7.929699528
,Emercoin,EMC,175239,,Emercoin,11.75694905,105,47.19189725,84,2.488870263,FALSE,FALSE,0.1251223674,0.7765814732,FALSE,FALSE,8.660114059,16.51571431
,Opal,OPAL,159619,,Opal,11.23159165,106,11.23159165,119,2.400299828,FALSE,FALSE,0.3711020982,2.303273349,FALSE,FALSE,8.423948158,8.423948158
,VeriCoin,VRC,261563,,VeriCoin,11.00146156,107,24.83299663,102,2.373299167,FALSE,FALSE,0.1958178939,1.215358626,FALSE,FALSE,6.429307223,8.551589663
,Acoin,ACOIN,6489,,Acoin,10.92633745,108,24.71971836,103,2.379121864,FALSE,FALSE,0.194805374,1.209074345,FALSE,FALSE,7.800925559,12.3915737
,Freicoin,FRC,80259,,Freicoin,10.85291326,109,17.68305563,113,2.385015213,FALSE,FALSE,0.2482252288,1.54062873,FALSE,FALSE,6.908802275,9.078678937
,Feathercoin,FTC,876262,,Feathercoin,10.65344478,110,21.25903509,109,2.362659125,FALSE,FALSE,0.2140482245,1.328506558,FALSE,FALSE,7.085923056,9.25167043
,Deutsche eMark,DEM,65181,,Deutsche eMark,9.948925048,111,15.96900097,115,2.226473146,FALSE,FALSE,0.2700884975,1.676324766,FALSE,FALSE,8.048086575,10.5890783
,DNotes,NOTE,955911,,DNotes,8.812448745,112,17.74368394,112,1.989907781,FALSE,FALSE,0.2495857931,1.549073175,FALSE,FALSE,9.915253532,14.73868351
,VPNCoin,VASH,142730,,VPNCoin,8.047175458,113,14.33958898,116,1.83332828,FALSE,FALSE,0.2981858179,1.850712919,FALSE,FALSE,5.926113972,7.143525815
,Counterparty,XCP,9247940,,Counterparty,7.995179128,114,10.28350493,121,1.837601654,FALSE,FALSE,0.3986163842,2.474042854,FALSE,FALSE,6.73903412,7.812564289
,Terracoin,TRC,89778,,Terracoin,6.754694287,115,11.80847193,118,1.566108554,FALSE,FALSE,0.3559639092,2.20931703,FALSE,FALSE,4.723089926,5.744852837
,Nxt,NXT,16068879,,Nxt,6.523850475,116,21.26018294,108,1.525739224,FALSE,FALSE,0.2160184889,1.340735153,FALSE,FALSE,5.444650231,9.241688817
,Boolberry,BBR,94876,,Boolberry,5.463554242,117,37.21575626,88,1.288781948,FALSE,FALSE,0.1514510036,0.9399921531,FALSE,FALSE,5.377734113,14.49467378
,BlackCoin,BLK,1772414,,BlackCoin,4.944439386,118,11.972007,117,1.17629808,FALSE,FALSE,0.3541023855,2.197763342,FALSE,FALSE,3.529300078,5.413098498
,Novacoin,NVC,466187,,Novacoin,4.887910914,119,10.7678337,120,1.172704433,FALSE,FALSE,0.3838593212,2.382452022,FALSE,FALSE,4.758723204,7.278915674
,BoostCoin,BOST,119274,,BoostCoin,4.348029362,120,16.40853668,114,1.051942587,FALSE,FALSE,0.2651593666,1.645731741,FALSE,FALSE,6.429886153,11.76165994
,Namecoin,NMC,6074428,,Namecoin,4.245590286,121,5.141560363,123,1.035718598,FALSE,FALSE,0.7842989366,4.8678109,FALSE,FALSE,3.137289953,3.511439032
,HoboNickels,HBN,78867,,HoboNickels,4.019273178,122,5.703362858,122,0.9886115478,FALSE,FALSE,0.7128379995,4.424283168,FALSE,FALSE,3.437478867,4.1776197
,Peercoin,PPC,10115664,,Peercoin,3.288333758,123,4.988532735,124,0.8154537344,FALSE,FALSE,0.80183898,4.97667451,FALSE,FALSE,2.536504076,2.981405176
,Argentum,ARG,3111,,Argentum,2.583929213,124,37.40680282,87,0.6459823033,FALSE,FALSE,0.1524094281,0.9459406875,FALSE,FALSE,3.009624579,12.22522031
,NuBits,USNBT,2245805,,NuBits,1.77435798,125,1.77435798,125,0.4471668296,FALSE,FALSE,2.236301831,13.87977711,FALSE,FALSE,1.777149849,1.777149849
,bitCNY,BITCNY,117947,,bitCNY,1.008065802,126,1.062483974,126,0.2560812321,FALSE,FALSE,3.705004529,22.99539192,FALSE,FALSE,1.009158747,1.037936201
,I/O Coin,IOC,26366,,I/O Coin,0,127,1,127,0,FALSE,FALSE,3.905511811,24.23985559,FALSE,FALSE,0,1
,NewYorkCoin,NYC,4938,,NewYorkCoin,0,128,1,128,0,FALSE,FALSE,3.875,24.05048172,FALSE,FALSE,0,1
,ECC,ECC,15968,,ECC,0,129,1,129,0,FALSE,FALSE,3.84496124,23.86404387,FALSE,FALSE,0,1
,FLO,FLO,10860,,FLO,0,130,1,130,0,FALSE,FALSE,3.815384615,23.68047431,FALSE,FALSE,0,1
,HempCoin,THC,8795,,HempCoin,0,131,1,131,0,FALSE,FALSE,3.786259542,23.49970733,FALSE,FALSE,0,1
,RabbitCoin,RBBT,11798,,RabbitCoin,0,132,1,132,0,FALSE,FALSE,3.757575758,23.32167924,FALSE,FALSE,0,1
,Emerald Crypto,EMD,4435,,Emerald Crypto,0,133,1,133,0,FALSE,FALSE,3.729323308,23.14632827,FALSE,FALSE,0,1
,PetroDollar,XPD,9624,,PetroDollar,0,134,1,134,0,FALSE,FALSE,3.701492537,22.97359448,FALSE,FALSE,0,1
,Dimecoin,DIME,29309,,Dimecoin,0,135,1,135,0,FALSE,FALSE,3.674074074,22.8034197,FALSE,FALSE,0,1
,Carboncoin,CARBON,38349,,Carboncoin,0,136,1,136,0,FALSE,FALSE,3.647058824,22.6357475,FALSE,FALSE,0,1
,42-coin,42,1362,,42-coin,0,137,1,137,0,FALSE,FALSE,3.620437956,22.47052306,FALSE,FALSE,0,1
,e-Gulden,EFL,34435,,e-Gulden,0,138,1,138,0,FALSE,FALSE,3.594202899,22.30769319,FALSE,FALSE,0,1
,Photon,PHO,1062,,Photon,0,139,1,139,0,FALSE,FALSE,3.568345324,22.14720618,FALSE,FALSE,0,1
,Limitless VIP,VIP,24967,,Limitless VIP,0,140,1,140,0,FALSE,FALSE,3.542857143,21.98901185,FALSE,FALSE,0,1
,Quebecoin,QBC,6075,,Quebecoin,0,141,1,141,0,FALSE,FALSE,3.517730496,21.83306142,FALSE,FALSE,0,1
,Coin2.1,C2,9773,,Coin2.1,0,142,1,142,0,FALSE,FALSE,3.492957746,21.67930746,FALSE,FALSE,0,1
,CasinoCoin,CSC,15975,,CasinoCoin,0,143,1,143,0,FALSE,FALSE,3.468531469,21.52770391,FALSE,FALSE,0,1
,Swarm,SWARM,1695206,,Swarm,0,144,1,144,0,FALSE,FALSE,3.444444444,21.37820597,FALSE,FALSE,0,1
,Pesetacoin,PTC,42979,,Pesetacoin,0,145,1,145,0,FALSE,FALSE,3.420689655,21.23077007,FALSE,FALSE,0,1
,Donu,DONU,17489,,Donu,0,146,1,146,0,FALSE,FALSE,3.397260274,21.08535383,FALSE,FALSE,0,1
,Paycoin,PYC,5649,,Paycoin,0,147,1,147,0,FALSE,FALSE,3.37414966,20.94191605,FALSE,FALSE,0,1
,PLNcoin,PLNC,3341,,PLNcoin,0,148,1,148,0,FALSE,FALSE,3.351351351,20.80041662,FALSE,FALSE,0,1
,Prime-XI,PXI,1454,,Prime-XI,0,149,1,149,0,FALSE,FALSE,3.32885906,20.66081651,FALSE,FALSE,0,1
,Cryptonite,XCN,20343,,Cryptonite,0,150,1,150,0,FALSE,FALSE,3.306666667,20.52307773,FALSE,FALSE,0,1
,Zetacoin,ZET,294363,,Zetacoin,0,151,1,151,0,FALSE,FALSE,3.284768212,20.38716331,FALSE,FALSE,0,1
,SolarCoin,SLR,192136,,SolarCoin,0,152,1,152,0,FALSE,FALSE,3.263157895,20.25303723,FALSE,FALSE,0,1
,Blakecoin,BLC,8687,,Blakecoin,0,153,1,153,0,FALSE,FALSE,3.241830065,20.12066444,FALSE,FALSE,0,1
,Rimbit,RBT,--,,Rimbit,0,154,1,154,0,FALSE,FALSE,3.220779221,19.99001078,FALSE,FALSE,0,1
,Quotient,XQN,33765,,Quotient,0,155,1,155,0,FALSE,FALSE,3.2,19.86104297,FALSE,FALSE,0,1
,SpreadCoin,SPR,92881,,SpreadCoin,0,156,1,156,0,FALSE,FALSE,3.179487179,19.73372859,FALSE,FALSE,0,1
,Datacoin,DTC,24205,,Datacoin,0,157,1,157,0,FALSE,FALSE,3.159235669,19.60803605,FALSE,FALSE,0,1
,PayCoin,XPY,53186751,,PayCoin,0,158,1,158,0,FALSE,FALSE,3.139240506,19.48393455,FALSE,FALSE,0,1
,FuelCoin,FC2,4138257,,FuelCoin,0,159,1,159,0,FALSE,FALSE,3.119496855,19.36139409,FALSE,FALSE,0,1
,SuperNET,UNITY,3502328,,SuperNET,0,160,1,160,0,FALSE,FALSE,3.1,19.24038537,FALSE,FALSE,0,1
,YbCoin,YBC,2676393,,YbCoin,0,161,1,161,0,FALSE,FALSE,3.080745342,19.12087987,FALSE,FALSE,0,1
,Banx,BANX,2460389,,Banx,0,162,1,162,0,FALSE,FALSE,3.061728395,19.00284975,FALSE,FALSE,0,1
