CoinMarketCap,Name,Symbol,MarketCap,CoinGecko,Name,Return,Rank - Return,Max Return,Rank - Overall Max,adjusted e-value,pass 5% threshold?,pass 10% threshold?,p-value (Max),,,,Return (30%),Max Return (30%)
,Triangles,TRI,4210,,Triangles,0,364,1,364,0,FALSE,FALSE,1.362637363,8.457312252,FALSE,FALSE,0,1
,Dashcoin,DSH,4209,,Dashcoin,0,365,1,365,0,FALSE,FALSE,1.35890411,8.434141533,FALSE,FALSE,0,1
,FAILCoin,FAIL,4205,,FAILCoin,0,366,1,366,0,FALSE,FALSE,1.355191257,8.411097431,FALSE,FALSE,0,1
,VegasCoin,VGC,4205,,VegasCoin,0,367,1,367,0,FALSE,FALSE,1.351498638,8.388178909,FALSE,FALSE,0,1
,CAPTcoin,CAPT,4155,,CAPTcoin,0,368,1,368,0,FALSE,FALSE,1.347826087,8.365384945,FALSE,FALSE,0,1
,MonetaVerde,MCN,4049,,MonetaVerde,0,369,1,369,0,FALSE,FALSE,1.344173442,8.342714525,FALSE,FALSE,0,1
,ShieldCoin,SHLD,4008,,ShieldCoin,0,370,1,370,0,FALSE,FALSE,1.340540541,8.320166648,FALSE,FALSE,0,1
,Catcoin,CAT,3898,,Catcoin,0,371,1,371,0,FALSE,FALSE,1.336927224,8.297740323,FALSE,FALSE,0,1
,CraigsCoin,CRAIG,3883,,CraigsCoin,0,372,1,372,0,FALSE,FALSE,1.333333333,8.275434569,FALSE,FALSE,0,1
,TacoCoin,TCO,3790,,TacoCoin,0,373,1,373,0,FALSE,FALSE,1.329758713,8.253248417,FALSE,FALSE,0,1
,Diem,DIEM,3731,,Diem,0,374,1,374,0,FALSE,FALSE,1.326203209,8.231180908,FALSE,FALSE,0,1
,Joulecoin,XJO,3675,,Joulecoin,0,375,1,375,0,FALSE,FALSE,1.322666667,8.209231092,FALSE,FALSE,0,1
,KlondikeCoin,KDC,3640,,KlondikeCoin,0,376,1,376,0,FALSE,FALSE,1.319148936,8.187398031,FALSE,FALSE,0,1
,ach,ACH,3504,,ach,0,377,1,377,0,FALSE,FALSE,1.315649867,8.165680795,FALSE,FALSE,0,1
,microCoin,MRC,3238,,microCoin,0,378,1,378,0,FALSE,FALSE,1.312169312,8.144078465,FALSE,FALSE,0,1
,Halcyon,HAL,3219,,Halcyon,0,379,1,379,0,FALSE,FALSE,1.308707124,8.122590131,FALSE,FALSE,0,1
,ShibeCoin,SHIBE,3211,,ShibeCoin,0,380,1,380,0,FALSE,FALSE,1.305263158,8.101214894,FALSE,FALSE,0,1
,Polcoin,PLC,3204,,Polcoin,0,381,1,381,0,FALSE,FALSE,1.30183727,8.079951863,FALSE,FALSE,0,1
,Fractalcoin,FRAC,3148,,Fractalcoin,0,382,1,382,0,FALSE,FALSE,1.298429319,8.058800156,FALSE,FALSE,0,1
,TorCoin,TOR,2997,,TorCoin,0,383,1,383,0,FALSE,FALSE,1.295039164,8.037758902,FALSE,FALSE,0,1
,CageCoin,CAGE,2977,,CageCoin,0,384,1,384,0,FALSE,FALSE,1.291666667,8.016827239,FALSE,FALSE,0,1
,Aiden,ADN,2862,,Aiden,0,385,1,385,0,FALSE,FALSE,1.288311688,7.996004311,FALSE,FALSE,0,1
,GoldReserve,XGR,2744,,GoldReserve,0,386,1,386,0,FALSE,FALSE,1.284974093,7.975289274,FALSE,FALSE,0,1
,VirtualMiningCoin,VMC,2726,,VirtualMiningCoin,0,387,1,387,0,FALSE,FALSE,1.281653747,7.954681291,FALSE,FALSE,0,1
,Guncoin,GUN,2724,,Guncoin,0,388,1,388,0,FALSE,FALSE,1.278350515,7.934179535,FALSE,FALSE,0,1
,XCloudcoin,XCLD,2715,,XCloudcoin,0,389,1,389,0,FALSE,FALSE,1.275064267,7.913783187,FALSE,FALSE,0,1
,LottoShares,LTS,2647,,LottoShares,0,390,1,390,0,FALSE,FALSE,1.271794872,7.893491435,FALSE,FALSE,0,1
,Emucoin,EMU,2606,,Emucoin,0,391,1,391,0,FALSE,FALSE,1.268542199,7.873303477,FALSE,FALSE,0,1
,GrowCoin,GROW,2439,,GrowCoin,0,392,1,392,0,FALSE,FALSE,1.265306122,7.85321852,FALSE,FALSE,0,1
,Kingdom Coin,KING,2398,,Kingdom Coin,0,393,1,393,0,FALSE,FALSE,1.262086514,7.833235775,FALSE,FALSE,0,1
,OpenSourcecoin,OSC,2392,,OpenSourcecoin,0,394,1,394,0,FALSE,FALSE,1.258883249,7.813354466,FALSE,FALSE,0,1
,Guerillacoin,GUE,2382,,Guerillacoin,0,395,1,395,0,FALSE,FALSE,1.255696203,7.793573822,FALSE,FALSE,0,1
,LegendaryCoin,LGD,2350,,LegendaryCoin,0,396,1,396,0,FALSE,FALSE,1.252525253,7.77389308,FALSE,FALSE,0,1
,Lightspeed,LSD,2334,,Lightspeed,0,397,1,397,0,FALSE,FALSE,1.249370277,7.754311485,FALSE,FALSE,0,1
,Junkcoin,JKC,2324,,Junkcoin,0,398,1,398,0,FALSE,FALSE,1.246231156,7.734828291,FALSE,FALSE,0,1
,Glyph,GLYPH,2274,,Glyph,0,399,1,399,0,FALSE,FALSE,1.243107769,7.715442756,FALSE,FALSE,0,1
,Elacoin,ELC,2269,,Elacoin,0,400,1,400,0,FALSE,FALSE,1.24,7.696154149,FALSE,FALSE,0,1
,RipoffCoin,RIPO,2244,,RipoffCoin,0,401,1,401,0,FALSE,FALSE,1.236907731,7.676961745,FALSE,FALSE,0,1
,Benjamins,BEN,2232,,Benjamins,0,402,1,402,0,FALSE,FALSE,1.233830846,7.657864825,FALSE,FALSE,0,1
,CRTCoin,CRT,2221,,CRTCoin,0,403,1,403,0,FALSE,FALSE,1.230769231,7.638862679,FALSE,FALSE,0,1
,StabilityShares,XSI,2220,,StabilityShares,0,404,1,404,0,FALSE,FALSE,1.227722772,7.619954603,FALSE,FALSE,0,1
,CandyCoin,YUM,2207,,CandyCoin,0,405,1,405,0,FALSE,FALSE,1.224691358,7.6011399,FALSE,FALSE,0,1
,Solcoin,SOL,2063,,Solcoin,0,406,1,406,0,FALSE,FALSE,1.221674877,7.582417881,FALSE,FALSE,0,1
,Cryptographic Anomaly,CGA,2019,,Cryptographic Anomaly,0,407,1,407,0,FALSE,FALSE,1.218673219,7.563787862,FALSE,FALSE,0,1
,Bitcoin Fast,BCF,2011,,Bitcoin Fast,0,408,1,408,0,FALSE,FALSE,1.215686275,7.545249166,FALSE,FALSE,0,1
,Pesa,PES,1908,,Pesa,0,409,1,409,0,FALSE,FALSE,1.212713936,7.526801124,FALSE,FALSE,0,1
,Moneta,MNTA,1815,,Moneta,0,410,1,410,0,FALSE,FALSE,1.209756098,7.508443072,FALSE,FALSE,0,1
,1Coin,ONE,1815,,1Coin,0,411,1,411,0,FALSE,FALSE,1.206812652,7.490174354,FALSE,FALSE,0,1
,Judgecoin,JUDGE,1769,,Judgecoin,0,412,1,412,0,FALSE,FALSE,1.203883495,7.47199432,FALSE,FALSE,0,1
,EthereumDark,ETD,1672,,EthereumDark,0,413,1,413,0,FALSE,FALSE,1.200968523,7.453902324,FALSE,FALSE,0,1
,BritCoin,BRIT,1633,,BritCoin,0,414,1,414,0,FALSE,FALSE,1.198067633,7.435897729,FALSE,FALSE,0,1
,SocialxBot,XBOT,1626,,SocialxBot,0,415,1,415,0,FALSE,FALSE,1.195180723,7.417979903,FALSE,FALSE,0,1
,RosCoin,ROS,1602,,RosCoin,0,416,1,416,0,FALSE,FALSE,1.192307692,7.40014822,FALSE,FALSE,0,1
,LemurCoin,LMR,1588,,LemurCoin,0,417,1,417,0,FALSE,FALSE,1.189448441,7.382402062,FALSE,FALSE,0,1
,WhistleCoin,WSTL,1576,,WhistleCoin,0,418,1,418,0,FALSE,FALSE,1.186602871,7.364740813,FALSE,FALSE,0,1
,Techcoin,TECH,1491,,Techcoin,0,419,1,419,0,FALSE,FALSE,1.183770883,7.347163866,FALSE,FALSE,0,1
,MalibuCoin,MAL,1476,,MalibuCoin,0,420,1,420,0,FALSE,FALSE,1.180952381,7.329670618,FALSE,FALSE,0,1
,FireFlyCoin,FFC,1470,,FireFlyCoin,0,421,1,421,0,FALSE,FALSE,1.178147268,7.312260474,FALSE,FALSE,0,1
,Kumacoin,KUMA,1447,,Kumacoin,0,422,1,422,0,FALSE,FALSE,1.17535545,7.294932843,FALSE,FALSE,0,1
,IcebergCoin,ICB,1430,,IcebergCoin,0,423,1,423,0,FALSE,FALSE,1.172576832,7.277687139,FALSE,FALSE,0,1
,CannabisDarkcoin,CND,1379,,CannabisDarkcoin,0,424,1,424,0,FALSE,FALSE,1.169811321,7.260522782,FALSE,FALSE,0,1
,Quarkbar,QB,1362,,Quarkbar,0,425,1,425,0,FALSE,FALSE,1.167058824,7.243439199,FALSE,FALSE,0,1
,ESportsCoin,ESC,1357,,ESportsCoin,0,426,1,426,0,FALSE,FALSE,1.164319249,7.226435821,FALSE,FALSE,0,1
,Nyancoin,NYAN,1300,,Nyancoin,0,427,1,427,0,FALSE,FALSE,1.161592506,7.209512084,FALSE,FALSE,0,1
,Spots,SPT,1295,,Spots,0,428,1,428,0,FALSE,FALSE,1.158878505,7.192667429,FALSE,FALSE,0,1
,Neocoin,NEC,1251,,Neocoin,0,429,1,429,0,FALSE,FALSE,1.156177156,7.175901305,FALSE,FALSE,0,1
,Cashcoin,CASH,1239,,Cashcoin,0,430,1,430,0,FALSE,FALSE,1.153488372,7.159213162,FALSE,FALSE,0,1
,ShadeCoin,SHADE,1223,,ShadeCoin,0,431,1,431,0,FALSE,FALSE,1.150812065,7.142602459,FALSE,FALSE,0,1
,CrackCoin,CRACK,1173,,CrackCoin,0,432,1,432,0,FALSE,FALSE,1.148148148,7.126068657,FALSE,FALSE,0,1
,RotoCoin,RT2,1154,,RotoCoin,0,433,1,433,0,FALSE,FALSE,1.145496536,7.109611223,FALSE,FALSE,0,1
,ImperialCoin,IPC,1041,,ImperialCoin,0,434,1,434,0,FALSE,FALSE,1.142857143,7.093229631,FALSE,FALSE,0,1
,Noirbits,NRB,952,,Noirbits,0,435,1,435,0,FALSE,FALSE,1.140229885,7.076923356,FALSE,FALSE,0,1
,CorgiCoin,CORG,938,,CorgiCoin,0,436,1,436,0,FALSE,FALSE,1.137614679,7.06069188,FALSE,FALSE,0,1
,PHCoin,PHC,926,,PHCoin,0,437,1,437,0,FALSE,FALSE,1.135011442,7.04453469,FALSE,FALSE,0,1
,Axron,AXR,881,,Axron,0,438,1,438,0,FALSE,FALSE,1.132420091,7.028451278,FALSE,FALSE,0,1
,Conspiracycoin,CYC,876,,Conspiracycoin,0,439,1,439,0,FALSE,FALSE,1.129840547,7.012441138,FALSE,FALSE,0,1
,PotatoCoin,SPUDS,831,,PotatoCoin,0,440,1,440,0,FALSE,FALSE,1.127272727,6.996503772,FALSE,FALSE,0,1
,ProsperCoin,PRC,816,,ProsperCoin,0,441,1,441,0,FALSE,FALSE,1.124716553,6.980638684,FALSE,FALSE,0,1
,Dobbscoin,BOB,715,,Dobbscoin,0,442,1,442,0,FALSE,FALSE,1.122171946,6.964845384,FALSE,FALSE,0,1
,BlazeCoin,BLZ,705,,BlazeCoin,0,443,1,443,0,FALSE,FALSE,1.119638826,6.949123385,FALSE,FALSE,0,1
,Lycancoin,LYC,681,,Lycancoin,0,444,1,444,0,FALSE,FALSE,1.117117117,6.933472206,FALSE,FALSE,0,1
,Ekrona,KRN,680,,Ekrona,0,445,1,445,0,FALSE,FALSE,1.114606742,6.91789137,FALSE,FALSE,0,1
,Bancorcoin,BNCR,653,,Bancorcoin,0,446,1,446,0,FALSE,FALSE,1.112107623,6.902380403,FALSE,FALSE,0,1
,Canada eCoin,CDN,643,,Canada eCoin,0,447,1,447,0,FALSE,FALSE,1.109619687,6.886938836,FALSE,FALSE,0,1
,BatCoin,BAT,634,,BatCoin,0,448,1,448,0,FALSE,FALSE,1.107142857,6.871566205,FALSE,FALSE,0,1
,DarkShibe,DSB,606,,DarkShibe,0,449,1,449,0,FALSE,FALSE,1.10467706,6.856262048,FALSE,FALSE,0,1
,Unattainium,UNAT,606,,Unattainium,0,450,1,450,0,FALSE,FALSE,1.102222222,6.84102591,FALSE,FALSE,0,1
,Fetish,FETISH,549,,Fetish,0,451,1,451,0,FALSE,FALSE,1.099778271,6.825857338,FALSE,FALSE,0,1
,Heisenberg,HEX,494,,Heisenberg,0,452,1,452,0,FALSE,FALSE,1.097345133,6.810755884,FALSE,FALSE,0,1
,Hirocoin,HIRO,472,,Hirocoin,0,453,1,453,0,FALSE,FALSE,1.094922737,6.795721103,FALSE,FALSE,0,1
,TakCoin,TAK,449,,TakCoin,0,454,1,454,0,FALSE,FALSE,1.092511013,6.780752554,FALSE,FALSE,0,1
,BDSM,BDSM,405,,BDSM,0,455,1,455,0,FALSE,FALSE,1.09010989,6.765849801,FALSE,FALSE,0,1
,Global Denomination,GDN,337,,Global Denomination,0,456,1,456,0,FALSE,FALSE,1.087719298,6.751012412,FALSE,FALSE,0,1
,CaliforniaCoin,CAC,322,,CaliforniaCoin,0,457,1,457,0,FALSE,FALSE,1.085339168,6.736239955,FALSE,FALSE,0,1
,Granite,GRN,219,,Granite,0,458,1,458,0,FALSE,FALSE,1.082969432,6.721532008,FALSE,FALSE,0,1
,Darkkush,DANK,150,,Darkkush,0,459,1,459,0,FALSE,FALSE,1.080610022,6.706888147,FALSE,FALSE,0,1
,UroDarkCoin,UROD,137,,UroDarkCoin,0,460,1,460,0,FALSE,FALSE,1.07826087,6.692307956,FALSE,FALSE,0,1
,ConfessionCoin,CFN,135,,ConfessionCoin,0,461,1,461,0,FALSE,FALSE,1.075921909,6.677791019,FALSE,FALSE,0,1
,GlobalBoost,BST,118,,GlobalBoost,0,462,1,462,0,FALSE,FALSE,1.073593074,6.663336926,FALSE,FALSE,0,1
,BeaverCoin,BVC,109,,BeaverCoin,0,463,1,463,0,FALSE,FALSE,1.071274298,6.648945269,FALSE,FALSE,0,1
,Darkpeer,DPC,106,,Darkpeer,0,464,1,464,0,FALSE,FALSE,1.068965517,6.634615646,FALSE,FALSE,0,1
,Lightcoin,LIT,81,,Lightcoin,0,465,1,465,0,FALSE,FALSE,1.066666667,6.620347655,FALSE,FALSE,0,1
,Donationcoin,DON,61,,Donationcoin,0,466,1,466,0,FALSE,FALSE,1.064377682,6.606140901,FALSE,FALSE,0,1
,[Deprecated] Denarius,DRS,49,,[Deprecated] Denarius,0,467,1,467,0,FALSE,FALSE,1.062098501,6.591994989,FALSE,FALSE,0,1
,WolfCoin,WLF,32,,WolfCoin,0,468,1,468,0,FALSE,FALSE,1.05982906,6.577909529,FALSE,FALSE,0,1
,66 Coin,66,--,,66 Coin,0,469,1,469,0,FALSE,FALSE,1.057569296,6.563884136,FALSE,FALSE,0,1
,Extremecoin,EXC,--,,Extremecoin,0,470,1,470,0,FALSE,FALSE,1.055319149,6.549918425,FALSE,FALSE,0,1
,DarkSwift,DS,--,,DarkSwift,0,471,1,471,0,FALSE,FALSE,1.053078556,6.536012016,FALSE,FALSE,0,1
,Latium old,LAT,--,,Latium old,0,472,1,472,0,FALSE,FALSE,1.050847458,6.522164533,FALSE,FALSE,0,1
,CraftCoin,CRC,--,,CraftCoin,0,473,1,473,0,FALSE,FALSE,1.048625793,6.508375602,FALSE,FALSE,0,1
,Joincoin,J,--,,Joincoin,0,474,1,474,0,FALSE,FALSE,1.046413502,6.494644852,FALSE,FALSE,0,1
,vTorrent,VTR,--,,vTorrent,0,475,1,475,0,FALSE,FALSE,1.044210526,6.480971915,FALSE,FALSE,0,1
,Coinworkscoin,LAB,--,,Coinworkscoin,0,476,1,476,0,FALSE,FALSE,1.042016807,6.467356428,FALSE,FALSE,0,1
,Twenty15,2015,--,,Twenty15,0,477,1,477,0,FALSE,FALSE,1.039832285,6.453798029,FALSE,FALSE,0,1
,CHNCoin,CNC,--,,CHNCoin,0,478,1,478,0,FALSE,FALSE,1.037656904,6.440296359,FALSE,FALSE,0,1
,Aegis,AGS,--,,Aegis,0,479,1,479,0,FALSE,FALSE,1.035490605,6.426851064,FALSE,FALSE,0,1
,Tigercoin,TGC,--,,Tigercoin,0,480,1,480,0,FALSE,FALSE,1.033333333,6.413461791,FALSE,FALSE,0,1
,DarkToken,DT,--,,DarkToken,0,481,1,481,0,FALSE,FALSE,1.031185031,6.400128191,FALSE,FALSE,0,1
,EZCoin,EZC,--,,EZCoin,0,482,1,482,0,FALSE,FALSE,1.029045643,6.386849916,FALSE,FALSE,0,1
,AmericanCoin,AMC,--,,AmericanCoin,0,483,1,483,0,FALSE,FALSE,1.026915114,6.373626625,FALSE,FALSE,0,1
,NanoToken,NAN,--,,NanoToken,0,484,1,484,0,FALSE,FALSE,1.024793388,6.360457974,FALSE,FALSE,0,1
,AlphaCoin,ALF,--,,AlphaCoin,0,485,1,485,0,FALSE,FALSE,1.022680412,6.347343628,FALSE,FALSE,0,1
,SSVCoin,SSV,--,,SSVCoin,0,486,1,486,0,FALSE,FALSE,1.020576132,6.33428325,FALSE,FALSE,0,1
,Skeincoin,SKC,--,,Skeincoin,0,487,1,487,0,FALSE,FALSE,1.018480493,6.321276509,FALSE,FALSE,0,1
,Coin(O),CNO,--,,Coin(O),0,488,1,488,0,FALSE,FALSE,1.016393443,6.308323073,FALSE,FALSE,0,1
,SecurityCoin,SCSY,--,,SecurityCoin,0,489,1,489,0,FALSE,FALSE,1.014314928,6.295422617,FALSE,FALSE,0,1
,Bitmiles,BTMI,--,,Bitmiles,0,490,1,490,0,FALSE,FALSE,1.012244898,6.282574816,FALSE,FALSE,0,1
,StarCoin,STR,--,,StarCoin,0,491,1,491,0,FALSE,FALSE,1.010183299,6.269779348,FALSE,FALSE,0,1
,Krugercoin,KGC,--,,Krugercoin,0,492,1,492,0,FALSE,FALSE,1.008130081,6.257035894,FALSE,FALSE,0,1
,Memecoin,MEM,--,,Memecoin,0,493,1,493,0,FALSE,FALSE,1.006085193,6.244344137,FALSE,FALSE,0,1
,ElephantCoin,ELP,--,,ElephantCoin,0,494,1,494,0,FALSE,FALSE,1.004048583,6.231703764,FALSE,FALSE,0,1
,GameCoin,GME,--,,GameCoin,0,495,1,495,0,FALSE,FALSE,1.002020202,6.219114464,FALSE,FALSE,0,1
,XenCoin,XNC,--,,XenCoin,0,496,1,496,0,FALSE,FALSE,1,6.206575927,FALSE,FALSE,0,1
