CoinMarketCap,Name,Symbol,CoinGecko,Name,Price 2015-01-04,Price 2021-06-30,Return,Dead?,symbol,symbolconsis?,Rank - Return,Max Overall Return,Rank - Overall Max,Max Monthly Return,Rank - Monthly Max,adjusted e-value,pass 5% threshold?,pass 10% threshold?,p-value (Overall Max),p-value (Monthly Max),,,
,Unobtanium,UNO,,Unobtanium,1.900773371,77.41050058,40.7257918,0,uno,1,22,2466.506773,10,86.13122842,44,4.479837098,FALSE,FALSE,0.008108633725,0.05277359476,0.2796112536,FALSE,FALSE
,Vertcoin,VTC,,Vertcoin,0.01505303207,0.599004954,39.79297667,0,vtc,1,23,650.7106996,24,473.7260867,19,4.576192318,FALSE,FALSE,0.01280651039,0.02222025784,0.117729978,FALSE,FALSE
,XRP,XRP,,XRP,0.018855,0.706366184,37.46306995,0,xrp,1,24,180.2413153,44,120.9249536,37,4.495568395,FALSE,FALSE,0.02521871602,0.04470049601,0.2368374143,FALSE,FALSE
,DigitalNote,XDN,,DigitalNote,0.0000521452811,0.001808261,34.67736604,0,xdn,1,25,1239.080672,14,481.4709213,18,4.334670755,FALSE,FALSE,0.01152928507,0.02307742923,0.122271544,FALSE,FALSE
,GoldCoin,GLC,,GoldCoin,0.004154062339,0.135120201,32.52724441,0,glc,1,26,160.5630547,47,69.29067958,48,4.228541773,FALSE,FALSE,0.02650248002,0.06013314766,0.3186045006,FALSE,FALSE
,Infinitecoin,IFC,,Infinitecoin,0.000003901923508,0.000122557,31.40938047,0,ifc,1,27,168.9797436,46,107.1884615,41,4.240266363,FALSE,FALSE,0.02572986557,0.04550908475,0.2411215741,FALSE,FALSE
,Pinkcoin,PINK,,Pinkcoin,0.0001943760457,0.005771198,29.69089107,0,pink,1,28,581.4915422,26,283.9506935,24,4.15672475,FALSE,FALSE,0.01322858053,0.02934781821,0.1554940549,FALSE,FALSE
,Pandacoin,PND,,Pandacoin,0.00001304127684,0.000360326,27.62965655,0,pnd,1,29,185.7725385,43,60.52376923,54,4.006300199,FALSE,FALSE,0.02503686944,0.06119420107,0.3242262983,FALSE,FALSE
,Mooncoin,MOON,,Mooncoin,0.000000379868,0.00000987,25.98270978,0,moon,1,30,2884.731579,9,767.3473684,12,3.897406468,FALSE,FALSE,0.007703393406,0.02171984599,0.1150786372,FALSE,FALSE
,Zeitcoin,ZEIT,,Zeitcoin,0.000001764195675,0.0000383,21.70960997,0,zeit,1,31,402.3767045,29,114.5465909,38,3.364989545,FALSE,FALSE,0.01713954025,0.04594774801,0.2434457512,FALSE,FALSE
,PotCoin,POT,,PotCoin,0.0008691974639,0.017498751,20.13207784,0,pot,1,32,499.9283626,27,495.9378449,16,3.221132454,FALSE,FALSE,0.01481693771,0.02520477138,0.1335428779,FALSE,FALSE
,Gulden,NLG,,Gulden,0.001206874085,0.023824847,19.74095499,0,nlg,1,33,433.6944072,28,221.1979676,28,3.257257574,FALSE,FALSE,0.01646979307,0.03229169426,0.1710916445,FALSE,FALSE
,MaidSafeCoin,MAID,,MaidSafeCoin,0.039427,0.713913899,18.1072336,0,maid,1,34,32.2462668,75,24.08598169,70,3.078229711,FALSE,FALSE,0.08269691135,0.1186226451,0.6285004205,FALSE,FALSE
,Stealth,XST,,Stealth,0.006357079669,0.097216176,15.29258418,0,xst,1,35,392.4052213,30,162.1899941,30,2.676202232,FALSE,FALSE,0.01698924047,0.0411040564,0.2177823358,FALSE,FALSE
,Viacoin,VIA,,Viacoin,0.03476342599,0.524807423,15.09653919,0,via,1,36,208.5077579,36,139.1369219,32,2.717377055,FALSE,FALSE,0.026644359,0.04491978055,0.2379992534,FALSE,FALSE
,Diamond,DMD,,Diamond,0.1625266733,2.210097598,13.59836852,0,dmd,1,37,206.6422501,37,125.3194888,36,2.515698177,FALSE,FALSE,0.02615827791,0.04433113804,0.2348804386,FALSE,FALSE
,Auroracoin,AUR,,Auroracoin,0.01856623875,0.211699961,11.4024151,0,aur,1,38,124.8211465,50,97.42018316,42,2.166458869,FALSE,FALSE,0.0320458521,0.04888006373,0.2589820906,FALSE,FALSE
,NobleCoin,NOBL,,NobleCoin,0.00003155737868,0.000325908,10.32747375,0,nobl,1,39,390.9760759,31,66.38718354,51,2.013857382,FALSE,FALSE,0.01650129842,0.05907117034,0.3129778077,FALSE,FALSE
,Curecoin,CURE,,Curecoin,0.007474483226,0.065147026,8.715923767,0,cure,1,40,172.0977745,45,110.7762739,40,1.743184753,FALSE,FALSE,0.02582511283,0.04513601897,0.2391449532,FALSE,FALSE
,Bitstar,BITS,,Bitstar,0.00303729504,0.02537761,8.355332513,0,bits,1,41,645.6073674,25,376.4289373,21,1.712843165,FALSE,FALSE,0.01239143232,0.02530041817,0.134049645,FALSE,FALSE
,MintCoin,MINT,,MintCoin,0.000006844191363,0.0000553,8.079844217,0,mint,1,42,1078.835819,18,251.3304094,26,1.696767286,FALSE,FALSE,0.01029916779,0.03060635485,0.1621621814,FALSE,FALSE
,BlueCoin,BLU,,BlueCoin,0.0001578344152,0.001208409,7.656181946,0,blu,1,43,104.1518304,55,68.82420771,50,1.646079118,FALSE,FALSE,0.03491406365,0.05811908532,0.3079333591,FALSE,FALSE
,FairCoin,FAIR,,FairCoin,0.00557954,0.039098898,7.007548651,0,fair,1,44,257.5741731,34,216.5275783,29,1.541660703,FALSE,FALSE,0.02283751072,0.03185068516,0.1687550383,FALSE,FALSE
,Bitswift,BITS,,Bitswift,0.0406489,0.277687249,6.831359496,0,bits,1,45,62.51324712,61,50.58009695,57,1.537055887,FALSE,FALSE,0.05244789985,0.06937060507,0.3675474815,FALSE,FALSE
,CryptCoin,CRYPT,,CryptCoin,0.005117333628,0.028147841,5.500489717,0,crypt,1,46,192.579762,41,88.50565548,43,1.265112635,FALSE,FALSE,0.0253300177,0.05255215348,0.2784379874,FALSE,FALSE
,VeriCoin,VRC,,VeriCoin,0.009452466353,0.048958563,5.179448534,0,vrc,1,47,361.8913124,32,142.1377486,31,1.217170406,FALSE,FALSE,0.01727037866,0.04538986277,0.2404898982,FALSE,FALSE
,ArtByte,ABY,,ArtByte,0.00007045272,0.000360461,5.116353208,0,aby,1,48,662.7964681,23,334.6815887,23,1.22792477,FALSE,FALSE,0.01311964169,0.02598186595,0.1376601716,FALSE,FALSE
,MAZA,MAZA,,MAZA,0.00007291437833,0.00036435,4.996956819,0,mzc,0,49,100.6065844,56,66.10733882,53,1.224254421,FALSE,FALSE,0.03549895461,0.05708269268,0.3024422219,FALSE,FALSE
,WorldCoin,WDC,,WorldCoin,0.006422958553,0.027065599,4.21388349,0,wdc,1,50,36.81739585,71,30.77651811,66,1.053470872,FALSE,FALSE,0.07651006661,0.09846152899,0.521680429,FALSE,FALSE
,BitShares,BTS,,BitShares,0.01372631212,0.045112819,3.286594288,0,bts,1,51,67.31022841,59,50.06244073,58,0.8380815435,FALSE,FALSE,0.05036129855,0.06887949951,0.3649454485,FALSE,FALSE
,Freicoin,FRC,,Freicoin,0.001721615259,0.00563388,3.272438467,0,frc,1,52,14.89729179,87,12.98826974,82,0.8508340015,FALSE,FALSE,0.1543133213,0.187786706,0.9949535656,FALSE,FALSE
,VPNCoin,VASH,,VPNCoin,0.000342359,0.000960504,2.805546225,0,vash,1,53,66.67048624,60,36.74429181,63,0.7434697496,FALSE,FALSE,0.04999713548,0.08639717948,0.4577596765,FALSE,FALSE
,BlackCoin,BLK,,BlackCoin,0.02313257695,0.060931708,2.634021628,0,blk,1,54,49.62958666,65,38.87337991,62,0.7111858396,FALSE,FALSE,0.06199775746,0.08298240233,0.4396671034,FALSE,FALSE
,Riecoin,RIC,,Riecoin,0.0057857,0.014337016,2.478008884,0,ric,1,55,98.37881726,58,59.75822511,55,0.6814524431,FALSE,FALSE,0.03505099937,0.06085126574,0.3224093181,FALSE,FALSE
,Namecoin,NMC,,Namecoin,0.5655173566,1.379535702,2.43942239,0,nmc,1,56,13.27822164,88,7.374083169,88,0.6830382693,FALSE,FALSE,0.1711620226,0.3082047247,1.632966445,FALSE,FALSE
,Feathercoin,FTC,,Feathercoin,0.01292864587,0.028834259,2.230261335,0,ftc,1,57,49.18034147,66,31.87839044,65,0.6356244805,FALSE,FALSE,0.06161614458,0.09652065348,0.5113970546,FALSE,FALSE
,Peercoin,PPC,,Peercoin,0.4598064801,1.013397896,2.203966103,0,ppc,1,58,20.55138351,84,10.39736049,85,0.6391501698,FALSE,FALSE,0.11585363,0.2263017792,1.199018647,FALSE,FALSE
,Quark,QRK,,Quark,0.004359153565,0.00928383,2.129732266,0,qrk,1,59,24.74815067,80,24.74815067,69,0.6282710185,FALSE,FALSE,0.1010176491,0.117121912,0.6205490602,FALSE,FALSE
,Terracoin,TRC,,Terracoin,0.01341786582,0.025225806,1.880016266,0,trc,1,60,33.47506973,74,19.81335929,76,0.5640048799,FALSE,FALSE,0.08073777663,0.1328184135,0.7037141068,FALSE,FALSE
,Primecoin,XPM,,Primecoin,0.07378003858,0.136053855,1.844046948,0,xpm,1,61,53.84125467,64,33.09638421,64,0.5624343193,FALSE,FALSE,0.05804099513,0.09442119054,0.5002734336,FALSE,FALSE
,FlutterCoin,FLT,,FlutterCoin,0.0002083849153,0.000359059,1.723056582,0,flt,1,62,118.8458862,52,66.12328143,52,0.5341475406,FALSE,FALSE,0.03236253242,0.05816640922,0.3081840961,FALSE,FALSE
,Anoncoin,ANC,,Anoncoin,0.1536308104,0.253472939,1.649883498,0,anc,1,63,41.02302136,67,20.50298374,75,0.519713302,FALSE,FALSE,0.07276584045,0.1300623704,0.689111716,FALSE,FALSE
,Omni,OMNI,,Omni,2.118186491,3.035169579,1.432909516,0,omni,1,64,54.72794794,63,45.1628317,60,0.458531045,FALSE,FALSE,0.05800698353,0.07380700474,0.391052935,FALSE,FALSE
,Digitalcoin,DGC,,Digitalcoin,0.008171967657,0.011565584,1.415275303,0,dgc,1,65,18.82890719,86,10.34903796,86,0.4599644734,FALSE,FALSE,0.1235112252,0.2247147421,1.190610021,FALSE,FALSE
,Ixcoin,IXC,,Ixcoin,0.02217944234,0.030741131,1.386019113,0,ixc,1,66,37.06590094,70,13.9184365,80,0.4573863072,FALSE,FALSE,0.07708278458,0.1796178759,0.9516725115,FALSE,FALSE
,NetCoin,NET,,NetCoin,0.000157637986,0.000209981,1.332045691,0,net,1,67,826704.2211,1,7612.377726,1,0.4462353065,FALSE,FALSE,0.0002419244936,0.026273,0.1392026922,FALSE,FALSE
,Magi,XMG,,Magi,0.01898245352,0.025026644,1.318409339,0,xmg,1,68,204.1289167,38,72.85936639,47,0.4482591753,FALSE,FALSE,0.02578349985,0.05840455881,0.3094458882,FALSE,FALSE
,Maxcoin,MAX,,Maxcoin,0.004941265993,0.005780204,1.169781997,0,max,1,69,191.5971719,42,30.07741255,67,0.4035747889,FALSE,FALSE,0.024853732,0.09924639036,0.5258388736,FALSE,FALSE
,SuperCoin,SUPER,,SuperCoin,0.001569125794,0.001812118,1.154858334,0,super,1,70,114.1552686,54,69.09005395,49,0.4042004168,FALSE,FALSE,0.03244443948,0.05907699328,0.3130086595,FALSE,FALSE
,TagCoin,TAG,,TagCoin,0.024527,0.027566309,1.123916867,0,tag,1,71,37.11705467,69,23.20874954,73,0.3989904878,FALSE,FALSE,0.07809215333,0.1180471194,0.6254511026,FALSE,FALSE
,Deutsche eMark,DEM,,Deutsche eMark,0.00381542,0.003998654,1.048024595,0,dem,1,72,22.00101168,83,13.2461957,81,0.3772888542,FALSE,FALSE,0.1095239887,0.1864033915,0.9876243261,FALSE,FALSE
,Opal,OPAL,,Opal,0.01014887935,0.010427544,1.027457677,0,opal,1,73,22.41764829,82,5.671867799,89,0.375022052,FALSE,FALSE,0.1087992977,0.3961994692,2.099190528,FALSE,FALSE
,bitCNY,BITCNY,,bitCNY,0.160785,0.157587392,0.9801125229,0,bitcny,1,74,8.055788786,90,1.121149361,91,0.3626416335,FALSE,FALSE,0.2758540822,1.960311689,10.38635347,FALSE,FALSE
,Bullion,CBX,,Bullion,0.05035803864,0.040949475,0.8131665987,0,cbx,1,75,146.1774554,48,78.02706535,46,0.3049374745,FALSE,FALSE,0.02850416745,0.05572202501,0.2952329728,FALSE,FALSE
,Nxt,NXT,,Nxt,0.01587062087,0.012263225,0.772699764,0,nxt,1,76,117.3730558,53,47.25953906,59,0.2936259103,FALSE,FALSE,0.03215035069,0.07172796384,0.3800375165,FALSE,FALSE
,Emercoin,EMC,,Emercoin,0.0945601,0.064993252,0.6873221581,0,emc,1,77,99.25454817,57,55.87346037,56,0.2646190309,FALSE,FALSE,0.03535124581,0.06391994603,0.3386681601,FALSE,FALSE
,Clams,CLAM,,Clams,1.51794,1.024452491,0.6748965644,0,clam,1,78,12.60473019,89,7.410654156,87,0.2632096601,FALSE,FALSE,0.1782815639,0.3102088596,1.643584988,FALSE,FALSE
,HoboNickels,HBN,,HoboNickels,0.00954242952,0.005782792,0.6060083533,0,hbn,1,79,5.349842755,91,2.248892578,90,0.2393732996,FALSE,FALSE,0.4108162237,0.9881406717,5.235482881,FALSE,FALSE
,Counterparty,XCP,,Counterparty,3.455668316,1.89321814,0.5478587546,0,xcp,1,80,26.37039179,79,12.97419289,83,0.2191435019,FALSE,FALSE,0.09600333548,0.1857255072,0.98403268,FALSE,FALSE
,CannabisCoin,CANN,,CannabisCoin,0.002747801593,0.001447602,0.5268218796,0,cann,1,81,128.8763725,49,128.8763725,35,0.2133628612,FALSE,FALSE,0.03167091512,0.04433928117,0.2349235834,FALSE,FALSE
,Megacoin,MEC,,Megacoin,0.01705300023,0.008656869,0.5076449237,0,mec,1,82,27.42100135,77,23.40386589,71,0.2081344187,FALSE,FALSE,0.09472311257,0.1203605174,0.6377082198,FALSE,FALSE
,Startcoin,START,,Startcoin,0.01342254784,0.005872544,0.4375133596,0,start,1,83,33.7040956,73,16.06177277,78,0.1815680442,FALSE,FALSE,0.08128762925,0.1596400721,0.8458237666,FALSE,FALSE
,NuBits,USNBT,,NuBits,1.002476089,0.434593339,0.433519905,0,usnbt,1,84,1.256887834,92,1.007505327,92,0.1820783601,FALSE,FALSE,1.729599878,2.157718659,11.43227824,FALSE,FALSE
,ZcCoin,ZCC,,ZcCoin,0.00742716,0.003091805,0.4162836131,0,zcc,1,85,23.41431853,81,23.30022256,72,0.1769205356,FALSE,FALSE,0.1054540964,0.1192167916,0.6316483974,FALSE,FALSE
,Novacoin,NVC,,Novacoin,0.5758958751,0.163840515,0.2844967677,0,nvc,1,86,20.19087834,85,15.49655387,79,0.1223336101,FALSE,FALSE,0.1165348598,0.163368294,0.8655770694,FALSE,FALSE
,HyperStake,HYP,,HyperStake,0.0005274282242,0.000143764,0.2725754774,0,hyp,1,87,37.2830775,68,19.76402466,77,0.1185703327,FALSE,FALSE,0.07888770637,0.1314207325,0.6963087491,FALSE,FALSE
,Bitmark,BTM,,Bitmark,0.1074851974,0.023477037,0.218421118,0,marks,0,88,33.96292631,72,22.5232542,74,0.09610529194,FALSE,FALSE,0.08178852884,0.1199961017,0.6357774298,FALSE,FALSE
,Boolberry,BBR,,Boolberry,0.03510173336,0.005549206,0.15808923,0,bbr,1,89,122.164403,51,82.52613172,45,0.07034970737,FALSE,FALSE,0.03210074729,0.05385499541,0.2853408574,FALSE,FALSE
,NuShares,NSR,,NuShares,0.00543007816,0.000153895,0.02834121268,0,nsr,1,90,28.54208632,76,28.54208632,68,0.01275354571,FALSE,FALSE,0.09219995055,0.1030470036,0.5459757285,FALSE,FALSE
,DNotes,NOTE,,DNotes,0.009884696478,0.0000838,0.00847775146,0,note,1,91,26.7547178,78,12.33773593,84,0.003857376914,FALSE,FALSE,0.09583739898,0.192981305,1.0224762,FALSE,FALSE
,BoostCoin,BOST,,BoostCoin,0.0108184,0.0000266,0.002458773941,0,bost,1,92,55.44026843,62,40.0782001,61,0.001131036013,FALSE,FALSE,0.05818526033,0.08180727967,0.4334409306,FALSE,FALSE
,PayCoin,XPY,,PayCoin,0,0,0,1,0,0,93,1,93,1,93,0,FALSE,FALSE,2.150537634,2.150537634,11.3942309,FALSE,FALSE
,FuelCoin,FC2,,FuelCoin,0,0,0,1,0,0,94,1,94,1,94,0,FALSE,FALSE,2.127659574,2.127659574,11.27301567,FALSE,FALSE
,SuperNET,UNITY,,SuperNET,0,0,0,1,0,0,95,1,95,1,95,0,FALSE,FALSE,2.105263158,2.105263158,11.15435235,FALSE,FALSE
,YbCoin,YBC,,YbCoin,0,0,0,1,0,0,96,1,96,1,96,0,FALSE,FALSE,2.083333333,2.083333333,11.03816118,FALSE,FALSE
,Banx,BANX,,Banx,0,0,0,1,0,0,97,1,97,1,97,0,FALSE,FALSE,2.06185567,2.06185567,10.9243657,FALSE,FALSE
,Swarm,SWARM,,Swarm,0,0,0,1,0,0,98,1,98,1,98,0,FALSE,FALSE,2.040816327,2.040816327,10.81289258,FALSE,FALSE
,Storjcoin X,SJCX,,Storjcoin X,0,0,0,1,0,0,99,1,99,1,99,0,FALSE,FALSE,2.02020202,2.02020202,10.70367145,FALSE,FALSE
,BitcoinDark,BTCD,,BitcoinDark,0,0,0,1,0,0,100,1,100,1,100,0,FALSE,FALSE,2,2,10.59663473,FALSE,FALSE
,NXTventure,NXTV,,NXTventure,0,0,0,1,0,0,101,1,101,1,101,0,FALSE,FALSE,1.98019802,1.98019802,10.49171756,FALSE,FALSE
,Pangea Poker,PANGEA,,Pangea Poker,0,0,0,1,0,0,102,1,102,1,102,0,FALSE,FALSE,1.960784314,1.960784314,10.38885758,FALSE,FALSE
,InstantDEX,DEX,,InstantDEX,0,0,0,1,0,0,103,1,103,1,103,0,FALSE,FALSE,1.941747573,1.941747573,10.28799489,FALSE,FALSE
,CoinoUSD,XUSD,,CoinoUSD,0,0,0,1,0,0,104,1,104,1,104,0,FALSE,FALSE,1.923076923,1.923076923,10.18907186,FALSE,FALSE
,bitUSD,BITUSD,,bitUSD,0,0,0,1,0,0,105,1,105,1,105,0,FALSE,FALSE,1.904761905,1.904761905,10.09203308,FALSE,FALSE
,Ethercoin,ETC,,Ethercoin,0,0,0,1,0,0,106,1,106,1,106,0,FALSE,FALSE,1.886792453,1.886792453,9.99682522,FALSE,FALSE
,jl777hodl,JLH,,jl777hodl,0,0,0,1,0,0,107,1,107,1,107,0,FALSE,FALSE,1.869158879,1.869158879,9.903396947,FALSE,FALSE
,Marinecoin,MTC,,Marinecoin,0,0,0,1,0,0,108,1,108,1,108,0,FALSE,FALSE,1.851851852,1.851851852,9.811698827,FALSE,FALSE
,Nxttycoin,NXTTY,,Nxttycoin,0,0,0,1,0,0,109,1,109,1,109,0,FALSE,FALSE,1.834862385,1.834862385,9.721683241,FALSE,FALSE
,NXTprivacy,NXTprivacy,,NXTprivacy,0,0,0,1,0,0,110,1,110,1,110,0,FALSE,FALSE,1.818181818,1.818181818,9.633304303,FALSE,FALSE
,Jinn,JINN,,Jinn,0,0,0,1,0,0,111,1,111,1,111,0,FALSE,FALSE,1.801801802,1.801801802,9.546517778,FALSE,FALSE
,Tradebots,NXTcoinsco,,Tradebots,0,0,0,1,0,0,112,1,112,1,112,0,FALSE,FALSE,1.785714286,1.785714286,9.461281012,FALSE,FALSE
,BitShares PTS,PTS,,BitShares PTS,0,0,0,1,0,0,113,1,113,1,113,0,FALSE,FALSE,1.769911504,1.769911504,9.377552861,FALSE,FALSE
,TileCoin,XTC,,TileCoin,0,0,0,1,0,0,114,1,114,1,114,0,FALSE,FALSE,1.754385965,1.754385965,9.295293626,FALSE,FALSE
,I0Coin,I0C,,I0Coin,0,0,0,1,0,0,115,1,115,1,115,0,FALSE,FALSE,1.739130435,1.739130435,9.214464985,FALSE,FALSE
,Uro,URO,,Uro,0,0,0,1,0,0,116,1,116,1,116,0,FALSE,FALSE,1.724137931,1.724137931,9.135029942,FALSE,FALSE
,SkyNET,SKYNET,,SkyNET,0,0,0,1,0,0,117,1,117,1,117,0,FALSE,FALSE,1.709401709,1.709401709,9.056952763,FALSE,FALSE
,BilShares,BILS,,BilShares,0,0,0,1,0,0,118,1,118,1,118,0,FALSE,FALSE,1.694915254,1.694915254,8.980198926,FALSE,FALSE
,ShadowCash,SDC,,ShadowCash,0,0,0,1,0,0,119,1,119,1,119,0,FALSE,FALSE,1.680672269,1.680672269,8.90473507,FALSE,FALSE
,NooCoin,NOO,,NooCoin,0,0,0,1,0,0,120,1,120,1,120,0,FALSE,FALSE,1.666666667,1.666666667,8.830528944,FALSE,FALSE
,XCurrency,XC,,XCurrency,0,0,0,1,0,0,121,1,121,1,121,0,FALSE,FALSE,1.652892562,1.652892562,8.757549366,FALSE,FALSE
,Zetacoin,ZET,,Zetacoin,0,0,0,1,0,0,122,1,122,1,122,0,FALSE,FALSE,1.639344262,1.639344262,8.685766175,FALSE,FALSE
,Gridcoin Classic,GRCX,,Gridcoin Classic,0,0,0,1,0,0,123,1,123,1,123,0,FALSE,FALSE,1.62601626,1.62601626,8.61515019,FALSE,FALSE
,Coinomat,CNMT,,Coinomat,0,0,0,1,0,0,124,1,124,1,124,0,FALSE,FALSE,1.612903226,1.612903226,8.545673172,FALSE,FALSE
,Privatebet,Privatebet,,Privatebet,0,0,0,1,0,0,125,1,125,1,125,0,FALSE,FALSE,1.6,1.6,8.477307786,FALSE,FALSE
,Qora,QORA,,Qora,0,0,0,1,0,0,126,1,126,1,126,0,FALSE,FALSE,1.587301587,1.587301587,8.410027566,FALSE,FALSE
,UltraCoin,UTC,,UltraCoin,0,0,0,1,0,0,127,1,127,1,127,0,FALSE,FALSE,1.57480315,1.57480315,8.343806876,FALSE,FALSE
,FreeMarket,MRKT,,FreeMarket,0,0,0,1,0,0,128,1,128,1,128,0,FALSE,FALSE,1.5625,1.5625,8.278620885,FALSE,FALSE
,Applecoin,APC,,Applecoin,0,0,0,1,0,0,129,1,129,1,129,0,FALSE,FALSE,1.550387597,1.550387597,8.21444553,FALSE,FALSE
,SolarCoin,SLR,,SolarCoin,0,0,0,1,0,0,130,1,130,1,130,0,FALSE,FALSE,1.538461538,1.538461538,8.151257487,FALSE,FALSE
,Hyper,HYPER,,Hyper,0,0,0,1,0,0,131,1,131,1,131,0,FALSE,FALSE,1.526717557,1.526717557,8.089034147,FALSE,FALSE
,CzechCrownCoin,CZC,,CzechCrownCoin,0,0,0,1,0,0,132,1,132,1,132,0,FALSE,FALSE,1.515151515,1.515151515,8.027753586,FALSE,FALSE
,CryptoCoins,CCS,,CryptoCoins,0,0,0,1,0,0,133,1,133,1,133,0,FALSE,FALSE,1.503759398,1.503759398,7.967394536,FALSE,FALSE
,ARCHcoin,ARCH,,ARCHcoin,0,0,0,1,0,0,134,1,134,1,134,0,FALSE,FALSE,1.492537313,1.492537313,7.907936368,FALSE,FALSE
,ATOMIC,ATOMIC,,ATOMIC,0,0,0,1,0,0,135,1,135,1,135,0,FALSE,FALSE,1.481481481,1.481481481,7.849359062,FALSE,FALSE
