CoinMarketCap,Name,Symbol,MarketCap,CoinGecko,Name,Return,Rank - Return,Max Return,Rank - Overall Max,adjusted e-value,pass 5% threshold?,pass 10% threshold?,p-value (Max),,,,Return (30%),Max Return (30%)
,DigitalNote,XDN,365509,,DigitalNote,88.26466311,33,148.7301368,31,14.56366941,FALSE,TRUE,0.04337798003,0.2298303049,FALSE,FALSE,38.78720649,52.38724874
,Pinkcoin,PINK,71524,,Pinkcoin,86.15060654,34,135.4564427,34,14.64560311,FALSE,TRUE,0.04342615843,0.2300855694,FALSE,FALSE,33.53086257,43.32892008
,Vertcoin,VTC,158981,,Vertcoin,85.26831104,35,127.2103281,36,14.92195443,FALSE,TRUE,0.04367220521,0.2313892033,FALSE,FALSE,36.21743402,45.41606716
,Burst,BURST,194685,,Burst,68.43312311,36,68.43312311,43,12.31796216,FALSE,TRUE,0.0679665428,0.360108314,FALSE,FALSE,24.93463529,24.93463529
,ZcCoin,ZCC,128884,,ZcCoin,63.97698175,37,93.30573471,38,11.83574162,FALSE,TRUE,0.05640765716,0.2988656695,FALSE,FALSE,48.43706193,60.00587411
,Bytecoin,BCN,1324178,,Bytecoin,62.4338486,38,142.7765242,32,11.86243123,FALSE,TRUE,0.04377470339,0.2319322712,FALSE,FALSE,24.81711391,36.20683511
,Zeitcoin,ZEIT,49582,,Zeitcoin,61.71812577,39,75.44476061,40,12.03503453,FALSE,TRUE,0.06627365452,0.3511388547,FALSE,FALSE,25.783909,29.00746238
,MAZA,MAZA,46196,,MAZA,57.07962744,40,71.39557878,41,11.41592549,FALSE,TRUE,0.06832424169,0.3620035163,FALSE,FALSE,27.22607248,31.03822403
,Rubycoin,RBY,45019,,Rubycoin,53.54531688,41,95.23022414,37,10.97678996,FALSE,TRUE,0.05676144789,0.3007401651,FALSE,FALSE,20.23289854,27.97106367
,Riecoin,RIC,51087,,Riecoin,53.3946216,42,56.5299069,47,11.21287054,FALSE,TRUE,0.07527553789,0.3988336897,FALSE,FALSE,26.96078337,27.83668093
,Stellar,XLM,15717689,,Stellar,51.57237969,43,67.00824234,45,11.08806163,FALSE,TRUE,0.06632683218,0.3514206068,FALSE,FALSE,20.45769613,23.8386047
,BlueCoin,BLU,108720,,BlueCoin,51.22731946,44,51.22731946,49,11.27001028,FALSE,TRUE,0.07967687351,0.4221533626,FALSE,FALSE,30.83860993,30.83860993
,HyperStake,HYP,43945,,HyperStake,48.50408751,45,68.02788026,44,10.91341969,FALSE,TRUE,0.06681752434,0.3540204496,FALSE,FALSE,59.4979349,72.37882038
,XRP,XRP,586350663,,XRP,48.3428936,46,65.9245055,46,11.11886553,FALSE,TRUE,0.06595159196,0.349432465,FALSE,FALSE,21.53735004,25.78282368
,MonaCoin,MONA,377575,,MonaCoin,46.29494164,47,68.67275266,42,10.87931129,FALSE,TRUE,0.06934198175,0.3673958261,FALSE,FALSE,17.3964712,20.3374271
,Megacoin,MEC,418346,,Megacoin,46.05362364,48,88.23814466,39,11.05286967,FALSE,TRUE,0.05811778056,0.307926446,FALSE,FALSE,33.99570993,49.24843338
,Myriad,XMY,63289,,Myriad,36.47691381,49,52.36930731,48,8.936843883,FALSE,FALSE,0.07956314263,0.4215507803,FALSE,FALSE,14.39086567,17.69032963
,Stealth,XST,143182,,Stealth,31.86356359,50,47.21528525,53,7.965890898,FALSE,FALSE,0.07992295049,0.4234571566,FALSE,FALSE,14.78279878,18.50025298
,Dash,DASH,8152158,,Dash,31.68876463,51,48.28734652,51,8.080634981,FALSE,FALSE,0.08121317302,0.430293165,FALSE,FALSE,11.36358493,13.70563595
,Viacoin,VIA,451063,,Viacoin,30.63943961,52,50.63424688,50,7.9662543,FALSE,FALSE,0.07899791636,0.4185560322,FALSE,FALSE,13.88303732,18.45759946
,Unobtanium,UNO,379033,,Unobtanium,24.27446841,53,29.37137779,64,6.432734128,FALSE,FALSE,0.1063960984,0.5637202957,FALSE,FALSE,9.808487566,10.94843811
,Litecoin,LTC,69101167,,Litecoin,22.63148184,54,29.44438163,63,6.110500097,FALSE,FALSE,0.1078169416,0.571248374,FALSE,FALSE,8.538798305,9.9514307
,Auroracoin,AUR,42708,,Auroracoin,22.08993464,55,31.0412712,60,6.074732026,FALSE,FALSE,0.1073839184,0.5689540797,FALSE,FALSE,10.16703344,12.38210963
,FlutterCoin,FLT,49358,,FlutterCoin,21.74681218,56,29.5215799,62,6.089107412,FALSE,FALSE,0.1092694382,0.5789441623,FALSE,FALSE,14.83747366,17.55922896
,Ixcoin,IXC,449022,,Ixcoin,21.57823668,57,40.99833246,55,6.149797452,FALSE,FALSE,0.08869540341,0.4699363962,FALSE,FALSE,12.80729954,18.03441388
,Clams,CLAM,543273,,Clams,21.33790927,58,30.17777066,61,6.187993688,FALSE,FALSE,0.1086458162,0.5756400148,FALSE,FALSE,16.31382581,19.47678508
,Gulden,NLG,218706,,Gulden,19.73245458,59,34.3894948,57,5.8210741,FALSE,FALSE,0.1020303424,0.5405891352,FALSE,FALSE,9.931841361,11.5112748
,PotCoin,POT,155671,,PotCoin,19.61196601,60,48.09621119,52,5.883589802,FALSE,FALSE,0.07996791746,0.4236954058,FALSE,FALSE,8.875699882,13.04406461
,Bitcoin,BTC,3616325670,,Bitcoin,19.6009184,61,24.50104105,69,5.978280112,FALSE,FALSE,0.1183031659,0.6268077186,FALSE,FALSE,6.815037255,7.758104038
,Quark,QRK,1073677,,Quark,18.85925168,62,27.28467871,65,5.846368019,FALSE,FALSE,0.1127710944,0.5974970476,FALSE,FALSE,12.33521691,15.22702748
,TagCoin,TAG,47884,,TagCoin,16.96339033,63,18.2281603,75,5.343467953,FALSE,FALSE,0.1462937906,0.7751109316,FALSE,FALSE,12.10059982,12.43157643
,MaidSafeCoin,MAID,18266243,,MaidSafeCoin,16.24961101,64,18.15840976,76,5.199875524,FALSE,FALSE,0.1449234257,0.7678503031,FALSE,FALSE,7.929758845,8.469898182
,Primecoin,XPM,619921,,Primecoin,15.44135278,65,31.58353306,59,5.018439654,FALSE,FALSE,0.1073290471,0.5686633544,FALSE,FALSE,11.13327097,13.85536417
,Diamond,DMD,129163,,Diamond,14.98760365,66,22.66915188,71,4.945909204,FALSE,FALSE,0.1242614379,0.6583765345,FALSE,FALSE,7.220216639,7.945871382
,Startcoin,START,139955,,Startcoin,14.83147799,67,26.23857864,67,4.968545127,FALSE,FALSE,0.1137666284,0.6027717031,FALSE,FALSE,12.32359432,17.15614811
,BitShares,BTS,34255564,,BitShares,14.64527014,68,26.89537944,66,4.979391846,FALSE,FALSE,0.1126700234,0.5969615415,FALSE,FALSE,9.555273659,11.92003092
,FairCoin,FAIR,243490,,FairCoin,14.18430364,69,33.89458528,58,4.893584757,FALSE,FALSE,0.1017353018,0.5390259163,FALSE,FALSE,7.636453452,10.6588916
,Omni,OMNI,1211260,,Omni,12.7695009,70,22.77631928,70,4.469325316,FALSE,FALSE,0.1254435724,0.6646398584,FALSE,FALSE,9.74754554,12.77638226
,Curecoin,CURE,190280,,Curecoin,11.99252448,71,21.48044252,72,4.257346192,FALSE,FALSE,0.1293165993,0.6851603836,FALSE,FALSE,6.370374249,7.929699528
,Emercoin,EMC,175239,,Emercoin,11.75694905,72,47.19189725,54,4.232501659,FALSE,FALSE,0.07848177165,0.4158213337,FALSE,FALSE,8.660114059,16.51571431
,Opal,OPAL,159619,,Opal,11.23159165,73,11.23159165,84,4.099530952,FALSE,FALSE,0.2119870857,1.123174857,FALSE,FALSE,8.423948158,8.423948158
,VeriCoin,VRC,261563,,VeriCoin,11.00146156,74,24.83299663,68,4.070540777,FALSE,FALSE,0.1184382423,0.6275233959,FALSE,FALSE,6.429307223,8.551589663
,Freicoin,FRC,80259,,Freicoin,10.85291326,75,17.68305563,78,4.069842473,FALSE,FALSE,0.1450033647,0.7682738452,FALSE,FALSE,6.908802275,9.078678937
,Feathercoin,FTC,876262,,Feathercoin,10.65344478,76,21.25903509,74,4.048309017,FALSE,FALSE,0.1271319555,0.6735854477,FALSE,FALSE,7.085923056,9.25167043
,Deutsche eMark,DEM,65181,,Deutsche eMark,9.948925048,77,15.96900097,80,3.830336143,FALSE,FALSE,0.1565533125,0.8294691346,FALSE,FALSE,8.048086575,10.5890783
,DNotes,NOTE,955911,,DNotes,8.812448745,78,17.74368394,77,3.43685501,FALSE,FALSE,0.1463846294,0.775592224,FALSE,FALSE,9.915253532,14.73868351
,VPNCoin,VASH,142730,,VPNCoin,8.047175458,79,14.33958898,81,3.178634306,FALSE,FALSE,0.1721901378,0.9123179974,FALSE,FALSE,5.926113972,7.143525815
,Counterparty,XCP,9247940,,Counterparty,7.995179128,80,10.28350493,86,3.198071651,FALSE,FALSE,0.2261467671,1.198197344,FALSE,FALSE,6.73903412,7.812564289
,Terracoin,TRC,89778,,Terracoin,6.754694287,81,11.80847193,83,2.735651186,FALSE,FALSE,0.2040601501,1.081175437,FALSE,FALSE,4.723089926,5.744852837
,Nxt,NXT,16068879,,Nxt,6.523850475,82,21.26018294,73,2.674778695,FALSE,FALSE,0.1288665312,0.6827757801,FALSE,FALSE,5.444650231,9.241688817
,Boolberry,BBR,94876,,Boolberry,5.463554242,83,37.21575626,56,2.267375011,FALSE,FALSE,0.09596549769,0.508455663,FALSE,FALSE,5.377734113,14.49467378
,BlackCoin,BLK,1772414,,BlackCoin,4.944439386,84,11.972007,82,2.076664542,FALSE,FALSE,0.2037272773,1.079411771,FALSE,FALSE,3.529300078,5.413098498
,Novacoin,NVC,466187,,Novacoin,4.887910914,85,10.7678337,85,2.077362139,FALSE,FALSE,0.2185157426,1.157765754,FALSE,FALSE,4.758723204,7.278915674
,BoostCoin,BOST,119274,,BoostCoin,4.348029362,86,16.40853668,79,1.869652625,FALSE,FALSE,0.1542883207,0.817468489,FALSE,FALSE,6.429886153,11.76165994
,Namecoin,NMC,6074428,,Namecoin,4.245590286,87,5.141560363,88,1.846831774,FALSE,FALSE,0.4420306507,2.342018673,FALSE,FALSE,3.137289953,3.511439032
,HoboNickels,HBN,78867,,HoboNickels,4.019273178,88,5.703362858,87,1.768480198,FALSE,FALSE,0.4030693175,2.135589165,FALSE,FALSE,3.437478867,4.1776197
,Peercoin,PPC,10115664,,Peercoin,3.288333758,89,4.988532735,89,1.463308522,FALSE,FALSE,0.4504713371,2.386740108,FALSE,FALSE,2.536504076,2.981405176
,NuBits,USNBT,2245805,,NuBits,1.77435798,90,1.77435798,90,0.798461091,FALSE,FALSE,1.25240918,6.635661307,FALSE,FALSE,1.777149849,1.777149849
,bitCNY,BITCNY,117947,,bitCNY,1.008065802,91,1.062483974,91,0.4586699401,FALSE,FALSE,2.068550916,10.95983924,FALSE,FALSE,1.009158747,1.037936201
,I/O Coin,IOC,26366,,I/O Coin,0,92,1,92,0,FALSE,FALSE,2.173913043,11.51808123,FALSE,FALSE,0,1
,PayCoin,XPY,53186751,,PayCoin,0,93,1,93,0,FALSE,FALSE,2.150537634,11.3942309,FALSE,FALSE,0,1
,FuelCoin,FC2,4138257,,FuelCoin,0,94,1,94,0,FALSE,FALSE,2.127659574,11.27301567,FALSE,FALSE,0,1
,SuperNET,UNITY,3502328,,SuperNET,0,95,1,95,0,FALSE,FALSE,2.105263158,11.15435235,FALSE,FALSE,0,1
,YbCoin,YBC,2676393,,YbCoin,0,96,1,96,0,FALSE,FALSE,2.083333333,11.03816118,FALSE,FALSE,0,1
,Banx,BANX,2460389,,Banx,0,97,1,97,0,FALSE,FALSE,2.06185567,10.9243657,FALSE,FALSE,0,1
,Swarm,SWARM,1695206,,Swarm,0,98,1,98,0,FALSE,FALSE,2.040816327,10.81289258,FALSE,FALSE,0,1
,Storjcoin X,SJCX,1425931,,Storjcoin X,0,99,1,99,0,FALSE,FALSE,2.02020202,10.70367145,FALSE,FALSE,0,1
,BitcoinDark,BTCD,1290933,,BitcoinDark,0,100,1,100,0,FALSE,FALSE,2,10.59663473,FALSE,FALSE,0,1
,NXTventure,NXTV,1249518,,NXTventure,0,101,1,101,0,FALSE,FALSE,1.98019802,10.49171756,FALSE,FALSE,0,1
,Pangea Poker,PANGEA,1091871,,Pangea Poker,0,102,1,102,0,FALSE,FALSE,1.960784314,10.38885758,FALSE,FALSE,0,1
,InstantDEX,DEX,996449,,InstantDEX,0,103,1,103,0,FALSE,FALSE,1.941747573,10.28799489,FALSE,FALSE,0,1
,CoinoUSD,XUSD,927830,,CoinoUSD,0,104,1,104,0,FALSE,FALSE,1.923076923,10.18907186,FALSE,FALSE,0,1
,bitUSD,BITUSD,849583,,bitUSD,0,105,1,105,0,FALSE,FALSE,1.904761905,10.09203308,FALSE,FALSE,0,1
,Ethercoin,ETC,726534,,Ethercoin,0,106,1,106,0,FALSE,FALSE,1.886792453,9.99682522,FALSE,FALSE,0,1
,jl777hodl,JLH,590005,,jl777hodl,0,107,1,107,0,FALSE,FALSE,1.869158879,9.903396947,FALSE,FALSE,0,1
,Marinecoin,MTC,578694,,Marinecoin,0,108,1,108,0,FALSE,FALSE,1.851851852,9.811698827,FALSE,FALSE,0,1
,Nxttycoin,NXTTY,546825,,Nxttycoin,0,109,1,109,0,FALSE,FALSE,1.834862385,9.721683241,FALSE,FALSE,0,1
,NXTprivacy,NXTprivacy,522239,,NXTprivacy,0,110,1,110,0,FALSE,FALSE,1.818181818,9.633304303,FALSE,FALSE,0,1
,Jinn,JINN,482067,,Jinn,0,111,1,111,0,FALSE,FALSE,1.801801802,9.546517778,FALSE,FALSE,0,1
,Tradebots,NXTcoinsco,477295,,Tradebots,0,112,1,112,0,FALSE,FALSE,1.785714286,9.461281012,FALSE,FALSE,0,1
,BitShares PTS,PTS,422882,,BitShares PTS,0,113,1,113,0,FALSE,FALSE,1.769911504,9.377552861,FALSE,FALSE,0,1
,TileCoin,XTC,421655,,TileCoin,0,114,1,114,0,FALSE,FALSE,1.754385965,9.295293626,FALSE,FALSE,0,1
,I0Coin,I0C,405510,,I0Coin,0,115,1,115,0,FALSE,FALSE,1.739130435,9.214464985,FALSE,FALSE,0,1
,Uro,URO,402334,,Uro,0,116,1,116,0,FALSE,FALSE,1.724137931,9.135029942,FALSE,FALSE,0,1
,SkyNET,SKYNET,362678,,SkyNET,0,117,1,117,0,FALSE,FALSE,1.709401709,9.056952763,FALSE,FALSE,0,1
,BilShares,BILS,322887,,BilShares,0,118,1,118,0,FALSE,FALSE,1.694915254,8.980198926,FALSE,FALSE,0,1
,ShadowCash,SDC,318760,,ShadowCash,0,119,1,119,0,FALSE,FALSE,1.680672269,8.90473507,FALSE,FALSE,0,1
,NooCoin,NOO,318251,,NooCoin,0,120,1,120,0,FALSE,FALSE,1.666666667,8.830528944,FALSE,FALSE,0,1
,XCurrency,XC,294603,,XCurrency,0,121,1,121,0,FALSE,FALSE,1.652892562,8.757549366,FALSE,FALSE,0,1
,Zetacoin,ZET,294363,,Zetacoin,0,122,1,122,0,FALSE,FALSE,1.639344262,8.685766175,FALSE,FALSE,0,1
,Gridcoin Classic,GRCX,290253,,Gridcoin Classic,0,123,1,123,0,FALSE,FALSE,1.62601626,8.61515019,FALSE,FALSE,0,1
,Coinomat,CNMT,284837,,Coinomat,0,124,1,124,0,FALSE,FALSE,1.612903226,8.545673172,FALSE,FALSE,0,1
,Privatebet,Privatebet,282748,,Privatebet,0,125,1,125,0,FALSE,FALSE,1.6,8.477307786,FALSE,FALSE,0,1
,Qora,QORA,264195,,Qora,0,126,1,126,0,FALSE,FALSE,1.587301587,8.410027566,FALSE,FALSE,0,1
,UltraCoin,UTC,254348,,UltraCoin,0,127,1,127,0,FALSE,FALSE,1.57480315,8.343806876,FALSE,FALSE,0,1
,FreeMarket,MRKT,231392,,FreeMarket,0,128,1,128,0,FALSE,FALSE,1.5625,8.278620885,FALSE,FALSE,0,1
,Applecoin,APC,201478,,Applecoin,0,129,1,129,0,FALSE,FALSE,1.550387597,8.21444553,FALSE,FALSE,0,1
,SolarCoin,SLR,192136,,SolarCoin,0,130,1,130,0,FALSE,FALSE,1.538461538,8.151257487,FALSE,FALSE,0,1
,Hyper,HYPER,189514,,Hyper,0,131,1,131,0,FALSE,FALSE,1.526717557,8.089034147,FALSE,FALSE,0,1
,CzechCrownCoin,CZC,174126,,CzechCrownCoin,0,132,1,132,0,FALSE,FALSE,1.515151515,8.027753586,FALSE,FALSE,0,1
,CryptoCoins,CCS,167858,,CryptoCoins,0,133,1,133,0,FALSE,FALSE,1.503759398,7.967394536,FALSE,FALSE,0,1
,ARCHcoin,ARCH,158546,,ARCHcoin,0,134,1,134,0,FALSE,FALSE,1.492537313,7.907936368,FALSE,FALSE,0,1
,ATOMIC,ATOMIC,156832,,ATOMIC,0,135,1,135,0,FALSE,FALSE,1.481481481,7.849359062,FALSE,FALSE,0,1
,Node,NODE,150591,,Node,0,136,1,136,0,FALSE,FALSE,1.470588235,7.791643186,FALSE,FALSE,0,1
,ltc2nXt,LTC2NXT,148795,,ltc2nXt,0,137,1,137,0,FALSE,FALSE,1.459854015,7.734769878,FALSE,FALSE,0,1
,Viorcoin,VIOR,145952,,Viorcoin,0,138,1,138,0,FALSE,FALSE,1.449275362,7.678720821,FALSE,FALSE,0,1
,FoldingCoin,FLDC,139737,,FoldingCoin,0,139,1,139,0,FALSE,FALSE,1.438848921,7.623478225,FALSE,FALSE,0,1
,MGW,MGW,136586,,MGW,0,140,1,140,0,FALSE,FALSE,1.428571429,7.569024809,FALSE,FALSE,0,1
,Dogeparty,XDP,134603,,Dogeparty,0,141,1,141,0,FALSE,FALSE,1.418439716,7.515343782,FALSE,FALSE,0,1
,MMNXT,MMNXT,129087,,MMNXT,0,142,1,142,0,FALSE,FALSE,1.408450704,7.462418826,FALSE,FALSE,0,1
,USDe,USDE,128858,,USDe,0,143,1,143,0,FALSE,FALSE,1.398601399,7.410234079,FALSE,FALSE,0,1
,Crypti,XCR,121176,,Crypti,0,144,1,144,0,FALSE,FALSE,1.388888889,7.35877412,FALSE,FALSE,0,1
,NeoDICE,DICE,111571,,NeoDICE,0,145,1,145,0,FALSE,FALSE,1.379310345,7.308023954,FALSE,FALSE,0,1
,Librexcoin,LXC,110962,,Librexcoin,0,146,1,146,0,FALSE,FALSE,1.369863014,7.257968995,FALSE,FALSE,0,1
,Devcoin,DVC,104638,,Devcoin,0,147,1,147,0,FALSE,FALSE,1.360544218,7.208595057,FALSE,FALSE,0,1
,Bithaus,BITHAUS,100270,,Bithaus,0,148,1,148,0,FALSE,FALSE,1.351351351,7.159888333,FALSE,FALSE,0,1
,NEMstake,NEM,96937,,NEMstake,0,149,1,149,0,FALSE,FALSE,1.342281879,7.111835391,FALSE,FALSE,0,1
,CannaCoin,CCN,95883,,CannaCoin,0,150,1,150,0,FALSE,FALSE,1.333333333,7.064423155,FALSE,FALSE,0,1
,SpreadCoin,SPR,92881,,SpreadCoin,0,151,1,151,0,FALSE,FALSE,1.324503311,7.017638896,FALSE,FALSE,0,1
,NobleNXT,NOXT,90379,,NobleNXT,0,152,1,152,0,FALSE,FALSE,1.315789474,6.971470219,FALSE,FALSE,0,1
,FIMKrypto,FIMK,86619,,FIMKrypto,0,153,1,153,0,FALSE,FALSE,1.307189542,6.925905054,FALSE,FALSE,0,1
,Sync,SYNC,84199,,Sync,0,154,1,154,0,FALSE,FALSE,1.298701299,6.880931645,FALSE,FALSE,0,1
,World Trade Funds,XWT,82706,,World Trade Funds,0,155,1,155,0,FALSE,FALSE,1.290322581,6.836538537,FALSE,FALSE,0,1
,GlowShares,GSX,79714,,GlowShares,0,156,1,156,0,FALSE,FALSE,1.282051282,6.792714572,FALSE,FALSE,0,1
,ClearingHouse,XCH,77974,,ClearingHouse,0,157,1,157,0,FALSE,FALSE,1.27388535,6.749448875,FALSE,FALSE,0,1
,NautilusCoin,NAUT,70710,,NautilusCoin,0,158,1,158,0,FALSE,FALSE,1.265822785,6.706730844,FALSE,FALSE,0,1
,MozzShare,MLS,70680,,MozzShare,0,159,1,159,0,FALSE,FALSE,1.257861635,6.664550147,FALSE,FALSE,0,1
,Dorcs,DORCS,63939,,Dorcs,0,160,1,160,0,FALSE,FALSE,1.25,6.622896708,FALSE,FALSE,0,1
,UnionCoin,UNC,63651,,UnionCoin,0,161,1,161,0,FALSE,FALSE,1.242236025,6.581760704,FALSE,FALSE,0,1
,Horizon,HZ,61598,,Horizon,0,162,1,162,0,FALSE,FALSE,1.234567901,6.541132551,FALSE,FALSE,0,1
,BearMining,BEAR,59454,,BearMining,0,163,1,163,0,FALSE,FALSE,1.226993865,6.501002904,FALSE,FALSE,0,1
,HRNXTPool,HRNXT,56257,,HRNXTPool,0,164,1,164,0,FALSE,FALSE,1.219512195,6.461362642,FALSE,FALSE,0,1
,Tickets,TIX,54179,,Tickets,0,165,1,165,0,FALSE,FALSE,1.212121212,6.422202869,FALSE,FALSE,0,1
,HRLTCGEAR,HRL,51938,,HRLTCGEAR,0,166,1,166,0,FALSE,FALSE,1.204819277,6.383514899,FALSE,FALSE,0,1
,Copperlark,CLR,49187,,Copperlark,0,167,1,167,0,FALSE,FALSE,1.19760479,6.345290259,FALSE,FALSE,0,1
,Fibre,FIBRE,46683,,Fibre,0,168,1,168,0,FALSE,FALSE,1.19047619,6.307520674,FALSE,FALSE,0,1
,JackpotCoin,JPC,45167,,JackpotCoin,0,169,1,169,0,FALSE,FALSE,1.183431953,6.270198067,FALSE,FALSE,0,1
,AeroMe,AM,44872,,AeroMe,0,170,1,170,0,FALSE,FALSE,1.176470588,6.233314549,FALSE,FALSE,0,1
,HTML5COIN,HTML5,43566,,HTML5COIN,0,171,1,171,0,FALSE,FALSE,1.169590643,6.196862417,FALSE,FALSE,0,1
,Pesetacoin,PTC,42979,,Pesetacoin,0,172,1,172,0,FALSE,FALSE,1.162790698,6.160834147,FALSE,FALSE,0,1
